orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,fwd_pkts_per_sec,down_up_ratio,fwd_header_size_min,bwd_header_size_min,bwd_header_size_max,fwd_pkts_payload.avg,bwd_pkts_payload.tot,flow_pkts_payload.tot,flow_pkts_payload.avg,fwd_iat.tot,bwd_iat.tot,bwd_iat.avg,flow_iat.tot,flow_iat.avg,pkts_difference,data_pkts_difference,Label
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,7.23E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.005015743,-0.000945157,-0.000945157,0.492522662,0.712898806,0.703727425,0.488019867,-0.101887944,-0.043461822,0.190808684,1
-0.067784276,-0.081723695,0.882228903,1.032614769,0.055656382,0.166666667,1.566154515,2.712959391,2.459743213,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163567613,-0.16720439,-0.043461822,0.037210118,1
0.405725028,0.113240717,0.882228903,1.032614769,8.47E-05,0.15625,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.649599749,0.974918208,0.664883456,0.645036776,-0.110487723,0.007966254,0.242008206,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.007326591,0.166666667,-1.164455136,0.344802401,0.289254268,-0.000945157,1.382341377,-0.000945157,-0.000945157,-0.15871324,-0.07316441,-0.089429293,-0.160721362,-0.166681433,-0.043461822,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.006847276,0.166666667,-1.164455136,0.344802401,0.289254268,-0.000945157,1.382341377,-0.000945157,-0.000945157,-0.158009974,-0.072855364,-0.088645276,-0.160516735,-0.166633457,-0.043461822,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.237695225,-0.500293352,-0.536830406,0,0,0.655951298,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,7.22E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.005015743,-0.000945157,-0.000945157,0.493747123,0.712783754,0.703610675,0.48924386,-0.101764958,-0.043461822,0.190808684,1
1.352743636,2.696519177,3.647273414,4.328449638,0.000417795,0.090740667,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,0.76317457,1.132952809,0.158666175,0.759080142,-0.15325801,2.065089305,4.593967584,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,7.74E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.670976986,0.974526554,0.664599575,0.666405823,-0.106971544,-0.043461822,0.242008206,1
0.405725028,0.113240717,0.882228903,1.032614769,0.000415838,0.166666667,1.566154515,2.712959391,2.459743213,-0.000945157,0.250364475,-0.000945157,-0.000945157,-0.097563479,0.004429314,0.066545866,-0.101840202,-0.155511206,-0.043461822,0.08840964,1
-0.067784276,-0.237695225,-0.500293352,-0.536830406,0,0,0.655951298,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,0.000101466,0.166666667,-1.164455136,0.344802401,0.289254268,-0.000945157,0.576236613,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.121429061,-0.078289219,-0.043461822,-0.013989404,1
-0.067784276,-0.237695225,-0.500293352,-0.536830406,0,0,0.655951298,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.008941154,0.125,0.20084969,1.528880896,1.736246898,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.157486822,-0.073641359,-0.084335506,-0.161728296,-0.166692872,0.007966254,0.08840964,1
0.405725028,0.113240717,0.882228903,1.032614769,7.56E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.690499855,0.985137792,0.672290898,0.685921212,-0.105551586,-0.043461822,0.242008206,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.000409852,0.097701167,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,0.749679458,1.113505972,0.144495035,0.745608916,-0.153362509,1.807948923,4.440369018,1
0.405725028,0.113240717,0.882228903,1.032614769,0.007740361,0.125,0.20084969,1.528880896,1.736246898,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.157198045,-0.073267181,-0.082437,-0.161431016,-0.166588326,0.007966254,0.08840964,1
0.405725028,0.113240717,0.882228903,1.032614769,7.82E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.662857878,0.974635007,0.664678185,0.658289826,-0.107562071,-0.043461822,0.242008206,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.000217955,0.138888833,0.20084969,1.528880896,1.736246898,-0.000945157,2.497167114,-0.000945157,-0.000945157,-0.041434433,0.078569951,0.295505341,-0.045727213,-0.142485431,0.007966254,0.08840964,1
0.405725028,0.113240717,0.882228903,1.032614769,0.006840454,0.166666667,-1.164455136,0.344802401,0.289254268,-0.000945157,1.382341377,-0.000945157,-0.000945157,-0.158273693,-0.072843572,-0.088615359,-0.160513615,-0.166632726,-0.043461822,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.003099146,0.166666667,-1.164455136,0.344802401,0.289254268,-0.000945157,1.382341377,-0.000945157,-0.000945157,-0.158747847,-0.067876969,-0.076015592,-0.1567339,-0.165746565,-0.043461822,-0.013989404,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,8.46E-05,0.15625,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.650891421,0.974621138,0.664668132,0.646327953,-0.110396907,0.007966254,0.242008206,1
0.405725028,0.113240717,0.882228903,1.032614769,8.33E-05,0.15625,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.663616291,0.986056314,0.672956668,0.659047948,-0.109502239,0.007966254,0.242008206,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,-0.120716578,-0.500293352,-0.536830406,5.03E-05,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,0.010861515,-0.076126189,-0.096943024,0.006543253,0.191740947,0.059394331,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,7.99E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.644926218,0.975406644,0.665237489,0.640365035,-0.108866296,-0.043461822,0.242008206,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,0.007306574,0.166666667,-1.164455136,0.344802401,0.289254268,-0.000945157,1.382341377,-0.000945157,-0.000945157,-0.159345615,-0.073132149,-0.08934745,-0.160713354,-0.166679555,-0.043461822,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,7.56E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.690889983,0.974572441,0.664632835,0.686311191,-0.105523211,-0.043461822,0.242008206,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.000912505,0.166666667,1.566154515,2.712959391,2.459743213,-0.000945157,0.30181797,-0.000945157,-0.000945157,-0.120358844,-0.014567275,-0.027534713,-0.116703032,-0.162153638,-0.043461822,0.293207728,1
1.352743636,2.696519177,3.647273414,4.328449638,0.000119776,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,0.76040734,1.130257551,0.392732622,0.766166764,-0.128896898,-0.043461822,1.31719817,1
-0.067784276,-0.237695225,-0.500293352,-0.536830406,0,0,0.655951298,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,7.22E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.671908479,0.972951815,0.721950559,0.667336959,-0.102425053,-0.043461822,0.242008206,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,0.104486087,0.083333333,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.157346765,-0.076126189,-0.096943024,-0.161600584,-0.165210306,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.001090071,0.166666667,1.566154515,2.712959391,2.459743213,-0.000945157,0.30181797,-0.000945157,-0.000945157,-0.120086509,-0.024573192,-0.038816487,-0.124349528,-0.163002828,-0.043461822,0.293207728,1
1.352743636,2.696519177,3.647273414,4.328449638,0.097251586,0.083333333,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.158114866,-0.076126189,-0.096943024,-0.16236839,-0.166020368,0.007966254,-0.013989404,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.120716578,0.882228903,1.503448322,0.000350528,0.152777833,1.566154515,2.712959391,3.183239528,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.012699622,0.116302658,0.098325938,-0.017004946,-0.153302265,0.007966254,0.498005817,1
-0.067784276,-0.081723695,0.882228903,1.032614769,0.686567164,0.166666667,2.476357733,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163638337,-0.167353621,-0.043461822,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,0.090240314,0.083333333,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15783219,-0.076126189,-0.096943024,-0.162085823,-0.16572225,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,7.22E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.671894599,0.953628278,0.706866913,0.667323084,-0.102426138,-0.043461822,0.242008206,1
0.405725028,0.113240717,0.882228903,1.032614769,0.008344104,0.125,0.20084969,1.528880896,1.736246898,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.157350259,-0.073456042,-0.083395243,-0.161591179,-0.166644652,0.007966254,0.08840964,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,7.70E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.675449678,0.953190066,0.64913429,0.670876801,-0.106646231,-0.043461822,0.242008206,1
0.405725028,0.113240717,0.882228903,1.032614769,8.85E-05,0.166666667,1.566154515,2.712959391,2.459743213,-0.000945157,0.524783118,-0.000945157,-0.000945157,0.760880655,1.131064075,0.583616722,0.756281521,-0.114904468,-0.043461822,0.549205339,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,6.75E-05,0.152777833,0.20084969,1.528880896,1.374498741,-0.000945157,1.005015743,-0.000945157,-0.000945157,0.602464201,0.713903662,0.704747112,0.597919286,-0.094323566,0.007966254,0.190808684,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,7.48E-05,0.154761833,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.64222401,0.974058159,0.791127251,0.637663862,-0.102335457,0.007966254,0.242008206,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.276688107,0.882228903,1.189559287,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.006977758,0.125,0.20084969,1.528880896,1.736246898,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.1569687,-0.072987097,-0.081015911,-0.161189095,-0.166503247,0.007966254,0.08840964,1
-0.067784276,-0.276688107,0.882228903,1.189559287,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.541293581,-0.666616931,0.882228903,1.189559287,0.707692308,0.166666667,0.20084969,1.923573728,1.736246898,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163638523,-0.167354014,-0.043461822,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,0.059125964,0.083333333,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.158716174,-0.076126189,-0.096943024,-0.162969468,-0.166654525,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,0.00519035,0.166666667,-1.164455136,0.344802401,0.289254268,-0.000945157,1.382341377,-0.000945157,-0.000945157,-0.158156878,-0.071809021,-0.085990808,-0.159518228,-0.166399356,-0.043461822,-0.013989404,1
0.405725028,5.903683756,2.264751159,4.014560603,0.322807018,0.166666667,1.566154515,2.712959391,2.459743213,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163631306,-0.167338786,-0.043461822,0.037210118,1
-0.541293581,-0.666616931,0.882228903,1.189559287,4.81E-05,0.083333333,0.20084969,1.923573728,1.736246898,-0.000945157,-0.024054168,-0.000945157,-0.000945157,0.018905168,-0.076126189,-0.096943024,0.014583824,0.020670153,0.007966254,-0.013989404,1
-0.067784276,-0.081723695,0.882228903,1.817337357,0.223844282,0.166666667,1.566154515,2.712959391,2.459743213,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.16362544,-0.167326408,-0.043461822,0.037210118,1
0.405725028,0.113240717,0.882228903,1.032614769,9.09E-05,0.153846167,0.20084969,1.528880896,1.374498741,-0.000945157,1.005015743,-0.000945157,-0.000945157,0.453221496,0.722747939,0.64002511,0.448733759,-0.113526812,0.007966254,0.190808684,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
0.405725028,0.113240717,0.882228903,1.032614769,7.49E-05,0.1785715,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.641683065,0.974734907,0.664750595,0.637129364,-0.107020831,-0.094889898,0.242008206,1
0.405725028,0.113240717,0.882228903,1.032614769,0.097924428,0.083333333,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15706912,-0.076126189,-0.096943024,-0.161323045,-0.164917493,0.007966254,-0.013989404,1
-0.067784276,-0.081723695,0.882228903,1.032614769,3.93E-06,0.181818167,1.566154515,2.712959391,3.544987685,-0.000945157,-0.024054168,-0.000945157,-0.000945157,12.10607556,16.01390278,14.74624469,12.09712869,1.008590212,-0.094889898,0.395606773,1
0.405725028,0.113240717,0.882228903,1.032614769,0.033339373,0.083333333,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.157814631,-0.076126189,-0.096943024,-0.16206827,-0.165703731,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,0.00748363,0.125,0.20084969,1.528880896,1.736246898,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.157106056,-0.073149563,-0.081840229,-0.161355078,-0.16656162,0.007966254,0.08840964,1
1.352743636,2.696519177,3.647273414,4.328449638,0.080950286,0.083333333,0.20084969,1.528880896,1.374498741,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.157552635,-0.076126189,-0.096943024,-0.161806375,-0.165427423,0.007966254,-0.013989404,1
1.352743636,2.696519177,3.647273414,4.328449638,7.54E-05,0.166666667,0.20084969,1.528880896,1.374498741,-0.000945157,1.262283221,-0.000945157,-0.000945157,0.692726187,0.979476783,0.66818764,0.688146691,-0.105389658,-0.043461822,0.242008206,1
-0.067784276,-0.393666754,-0.500293352,-0.536830406,0,0,-1.164455136,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
-0.067784276,-0.081723695,0.882228903,1.032614769,5.93E-05,0.125,1.566154515,2.712959391,3.183239528,-0.000945157,-0.024054168,-0.000945157,-0.000945157,0.048846276,0.30294408,1.826382371,0.125228655,-0.065776471,0.007966254,0.08840964,1
-0.067784276,-0.276688107,-0.500293352,-0.536830406,0,0,0.20084969,-0.444583263,-0.434242046,-0.000945157,-0.024054168,-0.000945157,-0.000945157,-0.15939154,-0.076126189,-0.096943024,-0.163644575,-0.167366786,0.007966254,-0.013989404,1
