Flow Duration,Total Fwd Packet,Total Length of Fwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow IAT Mean,Flow IAT Max,Flow IAT Min,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Max,Bwd PSH Flags,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Std,RST Flag Count,PSH Flag Count,CWR Flag Count,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Active Mean,Active Std,Active Max,Idle Std,Idle Min,Label
368628,232,1278,277,0,5.50862069,1207.889655,1428838.829,553.4954955,10010,1,2538.965605,14952,1,10010,0,629.3607648,1180.051434,0,1448,703.503508,0,240,0,1207.889655,0,526710,1454642,0,0,5792,0.0,0.0,0,0.0,0,0
356,1,0,0,0,0.0,0.0,0.0,178.0,354,2,0.0,0,0,2,0,2808.988764,5617.977528,0,0,0.0,0,0,0,0.0,0,0,0,0,0,65160,0.0,0.0,0,0.0,0,0
8,2,112,56,56,56.0,0.0,14000000.0,8.0,8,8,0.0,8,8,0,0,250000.0,0.0,56,56,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,7
348,1,0,0,0,0.0,0.0,0.0,174.0,344,4,0.0,0,0,4,0,2873.563218,5747.126437,0,0,0.0,0,0,0,0.0,0,0,0,0,0,21720,0.0,0.0,0,0.0,0,0
314,1,0,0,0,0.0,0.0,0.0,157.0,311,3,0.0,0,0,3,0,3184.713376,6369.426752,0,0,0.0,0,0,0,0.0,0,0,0,0,0,47784,0.0,0.0,0,0.0,0,0
312,1,0,0,0,0.0,0.0,0.0,156.0,310,2,0.0,0,0,2,0,3205.128205,6410.25641,0,0,0.0,0,0,0,0.0,0,0,0,0,0,26064,0.0,0.0,0,0.0,0,0
1119547,12,948,241,0,79.0,614.9333333,9085.817746,43059.5,999397,1,299545.0133,999397,3,1000665,0,10.71862101,13.39827627,0,1448,564.3898611,0,10,0,614.9333333,0,10172,9095,0,0,5792,0.0,0.0,0,0.0,0,0
264840,8,680,282,0,85.0,343.2,9046.971757,22070.0,56485,3,42222.05772,106620,3,152555,0,30.20691738,18.87932337,0,858,307.3516796,0,0,0,343.2,0,2396,22470,0,0,16383,0.0,0.0,0,0.0,0,3
66138,4,432,128,88,108.0,48.0,9434.818108,9448.285714,46102,9,11543.54128,20005,11,52990,0,60.47960325,60.47960325,24,128,37.4046937,0,0,0,48.0,0,624,9434,0,0,0,0.0,0.0,0,0.0,0,0
321,1,0,0,0,0.0,0.0,0.0,160.5,319,2,0.0,0,0,2,0,3115.264798,6230.529595,0,0,0.0,0,0,0,0.0,0,0,0,0,0,20272,0.0,0.0,0,0.0,0,0
88871,88,486,66,0,5.522727273,969.4382022,976313.9832,504.9488636,7731,0,1720.814662,8029,1,7970,0,990.1992776,1001.451542,0,1306,626.1197158,0,88,0,969.4382022,0,86766,1001512,0,0,5792,0.0,0.0,0,0.0,0,0
3,2,1060,530,530,530.0,0.0,353333333.3,3.0,3,3,0.0,3,3,0,0,666666.6667,0.0,530,530,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,5
313,1,0,0,0,0.0,0.0,0.0,156.5,311,2,0.0,0,0,2,0,3194.888179,6389.776358,0,0,0.0,0,0,0,0.0,0,0,0,0,0,65160,0.0,0.0,0,0.0,0,0
318,1,0,0,0,0.0,0.0,0.0,159.0,315,3,0.0,0,0,3,0,3144.654088,6289.308176,0,0,0.0,0,0,0,0.0,0,0,0,0,0,14480,0.0,0.0,0,0.0,0,0
5000,20,806,270,0,40.3,50.0952381,371600.0,125.0,809,1,374.660275,1107,1,1238,0,4000.0,4200.0,0,433,105.4342494,0,20,0,50.0952381,0,1858,505715,0,0,5792,0.0,0.0,0,0.0,0,0
10136,32,454,66,0,14.1875,345.6969697,1170284.136,158.375,1055,1,429.5560449,1328,1,1055,0,3157.063931,3255.722178,0,1300,422.199681,0,32,0,345.6969697,0,11862,1481268,0,0,5792,0.0,0.0,0,0.0,0,0
613577,6,90,45,0,15.0,0.0,146.6808567,76697.125,376736,4,165282.0407,376736,4,545232,0,9.778723779,4.889361889,0,45,18.97366596,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,5
374,1,0,0,0,0.0,0.0,0.0,187.0,372,2,0.0,0,0,2,0,2673.796791,5347.593583,0,0,0.0,0,0,0,0.0,0,0,0,0,0,28960,0.0,0.0,0,0.0,0,0
337,1,0,0,0,0.0,0.0,0.0,168.5,332,5,0.0,0,0,5,0,2967.35905,5934.718101,0,0,0.0,0,0,0,0.0,0,0,0,0,0,65160,0.0,0.0,0,0.0,0,0
17280,14,700,277,0,50.0,46.66666667,81018.51852,617.1428571,4757,1,2061.716403,4986,2,7655,0,810.1851852,868.0555556,0,277,94.71894299,0,12,0,46.66666667,0,1400,120181,0,0,5792,0.0,0.0,0,0.0,0,0
344,1,0,0,0,0.0,0.0,0.0,172.0,343,1,0.0,0,0,1,0,2906.976744,5813.953488,0,0,0.0,0,0,0,0.0,0,0,0,0,0,24616,0.0,0.0,0,0.0,0,0
10,2,1426,713,713,713.0,0.0,142600000.0,10.0,10,10,0.0,10,10,0,0,200000.0,0.0,713,713,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,6
51222,3,0,0,0,0.0,0.0,0.0,12805.5,29786,5,15144.10593,21422,5,9,0,58.56858381,39.04572254,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
275138,3,0,0,0,0.0,0.0,0.0,68784.5,172610,2,122052.2873,172610,2,2,0,10.90361927,7.269079516,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
1304453,19,224,33,0,11.78947368,39.15789474,742.0734975,35255.48649,301574,0,104714.759,317111,0,370151,0,14.5654922,14.5654922,0,101,28.46500325,0,12,0,39.15789474,0,968,1129,0,0,16383,0.0,0.0,0,0.0,0,4
338,1,0,0,0,0.0,0.0,0.0,169.0,336,2,0.0,0,0,2,0,2958.579882,5917.159763,0,0,0.0,0,0,0,0.0,0,0,0,0,0,21720,0.0,0.0,0,0.0,0,0
410840,6,578,289,0,96.33333333,0.0,1406.873722,51355.0,155924,11,89185.57001,169317,11,304375,0,14.60422549,7.302112745,0,289,121.8530992,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
5368,16,2744,684,0,171.5,100.8,792846.4978,178.9333333,1263,2,327.0078345,1058,2,1391,0,2980.625931,2794.336811,0,684,161.8442102,0,24,0,100.8,0,4256,1022831,0,0,5792,0.0,0.0,0,0.0,0,0
174,1,0,0,0,0.0,0.0,0.0,87.0,170,4,0.0,0,0,4,0,5747.126437,11494.25287,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10136,0.0,0.0,0,0.0,0,0
310,1,0,0,0,0.0,0.0,0.0,155.0,309,1,0.0,0,0,1,0,3225.806452,6451.612903,0,0,0.0,0,0,0,0.0,0,0,0,0,0,14480,0.0,0.0,0,0.0,0,0
739024,6,120,60,0,20.0,0.0,162.3763234,73902.4,311576,3,51165.11385,118148,3,392041,0,8.118816168,6.76568014,0,60,23.35496832,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,7
1053,2,90,45,45,45.0,61.0,201329.5347,351.0,1035,8,0.0,10,10,8,0,1899.335233,1899.335233,45,61,8.76356092,0,0,0,61.0,0,212,201329,0,0,0,0.0,0.0,0,0.0,0,0
17729,14,700,277,0,50.0,46.66666667,78966.66479,633.1785714,4506,0,2185.015822,6237,1,7053,0,789.6666479,846.0714084,0,277,94.71894299,0,12,0,46.66666667,0,1400,113085,0,0,5792,0.0,0.0,0,0.0,0,0
100345,58,486,66,0,8.379310345,785.7288136,466829.4384,865.0431034,5765,1,2292.65158,6084,1,6030,0,578.0058797,587.9714983,0,1300,586.2333625,0,58,0,785.7288136,0,46844,497631,0,0,5792,0.0,0.0,0,0.0,0,0
340,1,0,0,0,0.0,0.0,0.0,170.0,338,2,0.0,0,0,2,0,2941.176471,5882.352941,0,0,0.0,0,0,0,0.0,0,0,0,0,0,30408,0.0,0.0,0,0.0,0,0
18282,44,454,66,0,10.31818182,642.1777778,1605513.62,207.75,1663,1,618.6963762,2010,1,2038,0,2406.738869,2461.437479,0,1300,552.4738888,0,44,0,642.1777778,0,29352,1737627,0,0,5792,0.0,0.0,0,0.0,0,0
53463,88,486,66,0,5.522727273,926.1797753,1550904.364,303.7670455,4743,0,945.1301304,5024,0,4993,0,1645.998167,1664.702692,0,1300,608.395455,0,88,0,926.1797753,0,82916,1584301,0,0,5792,0.0,0.0,0,0.0,0,0
197843,6,1848,924,0,308.0,0.0,9340.73988,24730.375,63845,9,39517.63441,85312,9,133978,0,30.32707753,15.16353877,0,924,389.5926077,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,5
161887,6,514,257,0,85.66666667,0.0,3175.054204,20235.875,54454,9,30862.5217,58161,11,147516,0,37.06288955,18.53144477,0,257,108.3607145,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,7
2,2,888,444,444,444.0,0.0,444000000.0,2.0,2,2,0.0,2,2,0,0,1000000.0,0.0,444,444,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,8
651392,7,362,181,0,51.71428571,640.2857143,7436.382393,50107.07692,233819,2,120994.8368,241247,5,458235,0,10.74621733,10.74621733,0,1460,533.4761297,0,2,0,640.2857143,0,4844,34324,0,0,16383,0.0,0.0,0,0.0,0,4
197483,84,486,66,0,5.785714286,940.4578313,397725.3738,1189.656627,24681,0,3590.323278,24905,1,24926,0,425.3530684,420.2893414,0,1300,617.7279884,0,82,0,940.4578313,0,78544,406609,0,0,5792,0.0,0.0,0,0.0,0,0
3677,10,432,163,0,43.2,180.8888889,560239.3255,204.2777778,818,1,365.4756414,887,4,1025,0,2719.608376,2447.647539,0,776,235.1904044,0,12,0,180.8888889,0,2060,935938,0,0,5792,0.0,0.0,0,0.0,0,0
89126,3,0,0,0,0.0,0.0,0.0,22281.5,61274,7,19676.6604,27836,9,7,0,33.66021139,22.44014092,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,7
68668,3,0,0,0,0.0,0.0,0.0,17167.0,42024,2,29711.21273,42024,6,2,0,43.68847207,29.12564805,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,7
449,1,0,0,0,0.0,0.0,0.0,224.5,444,5,0.0,0,0,5,0,2227.171492,4454.342984,0,0,0.0,0,0,0,0.0,0,0,0,0,0,33304,0.0,0.0,0,0.0,0,0
25475,58,486,66,0,8.379310345,714.6440678,1674190.383,219.612069,4125,1,750.778025,4333,1,4950,0,2276.741904,2315.996075,0,1300,559.2638712,0,58,0,714.6440678,0,42650,1768242,0,0,5792,0.0,0.0,0,0.0,0,0
1021,2,90,45,45,45.0,61.0,207639.569,340.3333333,1003,8,0.0,10,10,8,0,1958.863859,1958.863859,45,61,8.76356092,0,0,0,61.0,0,212,207639,0,0,0,0.0,0.0,0,0.0,0,0
52985,3,0,0,0,0.0,0.0,0.0,13246.25,26703,8,18566.50275,26265,8,9,0,56.61979806,37.74653204,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
116318,96,486,66,0,5.0625,952.1684211,781839.4402,612.2,6815,0,1896.119413,7112,0,7051,0,825.3236816,816.7265599,0,1300,611.4492582,0,94,0,952.1684211,0,90942,791240,0,0,5792,0.0,0.0,0,0.0,0,0
10436,36,454,66,0,12.61111111,438.0,1428516.673,153.4705882,1253,1,399.2980858,1552,1,1771,0,3449.597547,3162.131085,0,1300,455.096517,0,34,0,438.0,0,14908,1633574,0,0,5792,0.0,0.0,0,0.0,0,0
240926,6,218,109,0,36.33333333,0.0,904.8421507,30115.75,78643,3,60623.07076,139859,3,179707,0,24.9039124,12.4519562,0,109,45.95843533,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
342,1,0,0,0,0.0,0.0,0.0,171.0,340,2,0.0,0,0,2,0,2923.976608,5847.953216,0,0,0.0,0,0,0,0.0,0,0,0,0,0,7240,0.0,0.0,0,0.0,0,0
465,1,0,0,0,0.0,0.0,0.0,232.5,463,2,0.0,0,0,2,0,2150.537634,4301.075269,0,0,0.0,0,0,0,0.0,0,0,0,0,0,41992,0.0,0.0,0,0.0,0,0
17043,34,454,66,0,13.35294118,426.7428571,903010.0334,250.6323529,6696,0,493.5419777,1990,0,6961,0,1994.95394,2053.629056,0,1300,461.1029715,0,34,0,426.7428571,0,15390,967316,0,0,5792,0.0,0.0,0,0.0,0,0
26143,3,0,0,0,0.0,0.0,0.0,6535.75,25209,8,17818.38378,25209,10,8,0,114.7534713,76.5023142,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,5
17295,14,700,277,0,50.0,46.66666667,80948.25094,617.6785714,4526,1,2117.996477,6041,2,6817,0,809.4825094,867.3026886,0,277,94.71894299,0,12,0,46.66666667,0,1400,118033,0,0,5792,0.0,0.0,0,0.0,0,0
631947,6,120,60,0,20.0,0.0,189.889342,63194.7,268406,5,32906.96617,66434,5,352374,0,9.494467099,7.912055916,0,60,23.35496832,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,7
10252,29,2056,616,0,70.89655172,183.3913043,611978.1506,201.0196078,2719,1,725.8368314,3436,1,2719,0,2828.716348,2243.46469,0,848,233.2106366,0,24,0,183.3913043,0,6274,774376,0,0,5792,0.0,0.0,0,0.0,0,0
