Flow Duration,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Variance,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Fwd Act Data Pkts,Fwd Seg Size Min,Active Max,Idle Std,Idle Max,Idle Min,Label
78982,0,0,0.0,0,0,0.0,0.0,19745.5,22894.8447,42145,7,42153,21076.5,42145,8,7,7.0,0.0,7,0,0,60,40,37.98333798,25.32222532,0.0,0,0,5,0,0,0,0.0,0,0,0,0,20,0,0.0,0,0,5
362,0,0,0.0,0,0,0.0,0.0,181.0,253.1442277,360,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,2762.430939,5524.861878,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
70495,0,0,0.0,0,0,0.0,0.0,17623.75,21246.98309,42741,1,27753,13876.5,27747,6,1,1.0,0.0,1,0,0,60,40,42.55620966,28.37080644,0.0,0,0,5,0,0,0,0.0,0,0,0,0,20,0,0.0,0,0,2
1039551,768,0,125.0,87,0,39.84615385,2181.711143,39982.73077,49049.66428,166733,2,900502,69269.38462,228781,2,992449,82704.08333,94692.48653,2,0,0,312,276,13.46735273,12.50539897,38268.0,4,10,25,0,0,0,39.84615385,0,0,3148,10,20,0,0.0,0,0,3
372,0,0,0.0,0,0,0.0,0.0,186.0,260.2152955,370,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,2688.172043,5376.344086,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
775445,175,0,12.2,1448,0,71.17073171,13176.95001,3204.318182,9189.626644,117590,1,763839,6418.815126,117590,1,774896,6351.606557,12475.69967,1,0,0,3848,3944,154.7498533,158.6185996,22036.84902,4,118,241,0,0,1,71.17073171,0,0,13205,58,32,0,0.0,0,0,0
320,0,0,0.0,0,0,0.0,0.0,160.0,220.6173157,316,4,0,0.0,0,0,4,4.0,0.0,4,0,0,32,64,3125.0,6250.0,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
155089,22,0,4.44,54,0,18.15686275,7402.201317,1550.89,7874.396096,70333,0,144707,2953.204082,70534,0,154618,3092.36,14460.79553,1,0,0,1608,1640,322.3955277,328.8434383,272.3106193,4,48,99,0,0,1,18.15686275,0,0,7467,20,32,0,0.0,0,0,0
312,0,0,0.0,0,0,0.0,0.0,156.0,214.9604615,308,4,0,0.0,0,0,4,4.0,0.0,4,0,0,32,64,3205.128205,6410.25641,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
427170,270,0,40.3,433,0,50.0952381,4349.556383,10679.25,24394.2359,100714,1,396030,20843.68421,101596,1,426600,21330.0,31644.85236,1,0,0,648,680,46.81976731,49.16075567,11116.38095,4,20,39,0,0,1,50.0952381,0,0,4666,10,32,0,0.0,0,0,0
393807,312,0,87.0,0,0,0.0,1767.363201,39380.7,51515.80981,132123,1,291507,41643.85714,149520,6,328963,164481.5,232610.5538,1,0,0,192,76,20.31451955,7.617944831,14264.72727,4,0,9,0,0,0,0.0,0,0,70659,4,20,0,0.0,0,0,4
85382,1448,0,698.0,287,0,30.46153846,422665.1988,970.25,6034.499361,56528,1,80813,1649.244898,57581,1,84839,2232.605263,9137.192861,1,0,0,1608,1256,585.603523,456.7707479,402627.0332,4,36,87,0,0,0,30.46153846,0,0,431365,34,32,0,0.0,0,0,0
87,0,0,0.0,0,0,0.0,0.0,43.5,55.86143571,83,4,0,0.0,0,0,4,4.0,0.0,4,0,0,32,64,11494.25287,22988.50575,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
333,0,0,0.0,0,0,0.0,0.0,166.5,234.0523446,332,1,0,0.0,0,0,1,1.0,0.0,1,0,0,32,64,3003.003003,6006.006006,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
308,0,0,0.0,0,0,0.0,0.0,154.0,214.9604615,306,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,3246.753247,6493.506494,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
25160,66,0,7.580645161,1300,0,759.9047619,1921462.639,202.9032258,339.3769379,1805,0,23438,384.2295082,2111,0,24509,395.3064516,563.0005267,1,0,0,1992,2024,2464.228935,2503.974563,339587.5784,4,62,123,0,0,1,759.9047619,0,0,2092813,12,32,0,0.0,0,0,0
309,0,0,0.0,0,0,0.0,0.0,154.5,215.6675683,307,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,3236.245955,6472.491909,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
9077,0,0,0.0,1448,0,910.2222222,902500.8263,648.3571429,1173.967999,4223,3,8654,1730.8,7020,3,8597,1074.625,1861.783549,4,0,0,200,296,661.0113474,991.517021,471500.8,4,4,13,0,0,1,910.2222222,0,0,2761038,0,32,0,0.0,0,0,0
221950,0,0,0.0,1448,0,910.2222222,36909.21379,15853.57143,47086.85235,173864,2,47746,9549.2,47089,2,221428,27678.5,61265.24387,4,0,0,200,296,27.03311557,40.54967335,471500.8,4,4,13,0,0,1,910.2222222,0,0,46809,0,32,0,0.0,0,0,0
167425,66,0,6.75,1300,0,820.5070423,350855.607,1179.049296,2807.635924,22772,0,162237,2285.028169,23078,0,166857,2383.671429,3844.447235,1,0,0,2312,2280,430.043303,424.0704793,340791.7574,4,70,141,0,0,0,820.5070423,0,0,366727,12,32,0,0.0,0,0,0
22479,66,0,11.35,1300,0,551.902439,1026825.037,280.9875,690.6522599,4741,1,19349,496.1282051,5074,1,21468,536.7,1033.782802,1,0,0,1288,1320,1779.438587,1823.924552,265396.0554,4,40,79,0,0,1,551.902439,0,0,1112600,12,32,0,0.0,0,0,0
1098,38,38,38.0,54,54,54.0,167577.4135,366.0,619.2083656,1081,8,9,9.0,9,9,8,8.0,0.0,8,0,0,16,16,1821.493625,1821.493625,76.8,0,0,0,0,0,1,54.0,0,0,167577,1,8,0,0.0,0,0,0
4609,114,114,114.0,48,48,48.0,140594.489,658.4285714,857.3797014,1998,3,3533,1177.666667,3525,3,3084,1028.0,1768.423875,7,0,0,32,32,867.8672163,867.8672163,1210.0,0,0,0,0,0,1,48.0,0,0,140594,3,8,0,0.0,0,0,0
983,45,45,45.0,61,61,61.0,215666.3276,327.6666667,553.6798112,967,7,9,9.0,9,9,7,7.0,0.0,7,0,0,16,16,2034.587996,2034.587996,76.8,0,0,0,0,0,1,61.0,0,0,215666,1,8,0,0.0,0,0,0
1082,38,38,38.0,54,54,54.0,170055.4529,360.6666667,614.3006864,1070,6,6,6.0,6,6,6,6.0,0.0,6,0,0,16,16,1848.428835,1848.428835,76.8,0,0,0,0,0,1,54.0,0,0,170055,1,8,0,0.0,0,0,0
82432,66,0,8.703703704,1300,0,710.1090909,479498.2531,763.2592593,1528.022938,6761,1,76515,1443.679245,7071,1,80318,1487.37037,2270.961647,1,0,0,1736,1768,655.0854037,667.2166149,315023.0112,4,54,107,0,0,1,710.1090909,0,0,499324,12,32,0,0.0,0,0,0
367,0,0,0.0,0,0,0.0,0.0,183.5,255.265548,364,3,0,0.0,0,0,3,3.0,0.0,3,0,0,32,64,2724.79564,5449.591281,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
1033,37,37,37.0,53,53,53.0,174249.758,344.3333333,584.2818954,1019,5,9,9.0,9,9,5,5.0,0.0,5,0,0,16,16,1936.108422,1936.108422,76.8,0,0,0,0,0,1,53.0,0,0,174249,1,8,0,0.0,0,0,0
322,0,0,0.0,0,0,0.0,0.0,161.0,223.4457429,319,3,0,0.0,0,0,3,3.0,0.0,3,0,0,32,64,3105.590062,6211.180124,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
2465,0,0,0.0,794,0,317.6,644219.0669,308.125,515.0132973,1497,4,675,225.0,667,4,1940,485.0,783.6032159,4,0,0,136,168,1622.718053,2028.397566,112077.5111,4,2,7,0,0,1,317.6,0,0,0,0,32,0,0.0,0,0,0
273317,254,0,84.66666667,0,0,0.0,1858.647651,34164.625,39387.99548,94044,7,214553,42910.6,172220,7,195138,97569.0,137973.5036,7,0,0,152,76,21.95253131,10.97626565,11469.51111,4,0,7,0,0,0,0.0,0,0,0,2,20,0,0.0,0,0,3
6830,163,0,43.2,776,0,180.8888889,301610.5417,379.4444444,762.2677638,3034,3,3354,372.6666667,1656,3,6284,785.5,1137.939742,3,0,0,328,296,1464.128843,1317.715959,55314.52632,4,12,17,0,0,0,180.8888889,0,0,377842,6,32,0,0.0,0,0,0
30187,1448,0,689.8,287,0,30.46153846,1181899.493,343.0340909,663.4738853,3990,1,28869,589.1632653,3990,1,29673,780.8684211,1599.383938,2,0,0,1608,1256,1656.342134,1291.946865,394263.0332,4,36,87,0,0,0,30.46153846,0,0,1252474,34,32,0,0.0,0,0,0
2584,0,0,0.0,749,0,299.6,579721.3622,323.0,542.0197677,1575,3,684,228.0,678,3,2041,510.25,813.8998198,5,0,0,136,168,1547.987616,1934.98452,99733.51111,4,2,7,0,0,1,299.6,0,0,0,0,32,0,0.0,0,0,0
1023,45,45,45.0,61,61,61.0,207233.6266,341.0,580.2404674,1011,4,4,4.0,4,4,8,8.0,0.0,8,0,0,16,16,1955.034213,1955.034213,76.8,0,0,0,0,0,1,61.0,0,0,207233,1,8,0,0.0,0,0,0
3386,307,0,102.3333333,148,0,42.28571429,268753.6917,282.1666667,494.7215623,1744,3,900,180.0,631,3,2882,480.3333333,830.6993841,3,0,0,200,232,1772.002363,2067.33609,13319.69231,4,4,11,0,0,1,42.28571429,0,0,423847,2,32,0,0.0,0,0,0
43828,0,0,0.0,0,0,0.0,0.0,10957.0,12666.95062,22746,3,21079,10539.5,21076,3,3,3.0,0.0,3,0,0,60,40,68.44939308,45.63292872,0.0,0,0,5,0,0,0,0.0,0,0,0,0,20,0,0.0,0,0,0
351,0,0,0.0,0,0,0.0,0.0,175.5,245.3660531,349,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,2849.002849,5698.005698,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
325,0,0,0.0,0,0,0.0,0.0,162.5,224.1528496,321,4,0,0.0,0,0,4,4.0,0.0,4,0,0,32,64,3076.923077,6153.846154,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
75719,0,0,0.0,0,0,0.0,0.0,18929.75,37449.22597,75102,4,75111,37555.5,75102,9,4,4.0,0.0,4,0,0,60,40,39.62017459,26.41344973,0.0,0,0,5,0,0,0,0.0,0,0,0,0,20,0,0.0,0,0,0
226349,832,0,138.1818182,192,0,72.0,20110.53727,5389.261905,15460.7882,84505,1,140988,6713.714286,35336,1,225726,11286.3,21252.2886,2,0,0,712,680,97.19503952,92.77708318,31531.60254,4,24,41,0,0,0,72.0,0,0,20231,12,32,0,0.0,0,0,0
317457,66,0,5.522727273,1300,0,903.0561798,254705.3617,1803.732955,4330.421789,25700,1,312361,3590.356322,25962,1,316929,3601.465909,5744.969944,1,0,0,2824,2856,277.2028968,280.3529297,369116.6673,4,88,175,0,0,1,903.0561798,0,0,259822,12,32,0,0.0,0,0,0
529668,192,0,54.85714286,1460,0,565.2727273,12464.41167,31156.94118,63218.35176,254138,1,528823,88137.16667,357639,1,471771,47177.1,114803.8143,1,0,0,172,236,13.21582576,20.7677262,354308.2632,4,2,16,0,0,1,565.2727273,0,0,20476,2,20,0,0.0,0,0,4
915169,22,0,4.44,54,0,18.11764706,1252.227731,9151.69,29419.32101,188444,1,903793,18444.7551,198746,4,914676,18293.52,54563.83022,1,0,0,1608,1640,54.63471774,55.7274121,271.1124054,4,48,99,0,0,1,18.11764706,0,0,1280,20,32,0,0.0,0,0,0
100543,0,0,0.0,0,0,0.0,0.0,25135.75,31221.60359,64372,3,64376,32188.0,64372,4,3,3.0,0.0,3,0,0,60,40,29.83797977,19.89198651,0.0,0,0,5,0,0,0,0.0,0,0,0,0,20,0,0.0,0,0,5
29355,66,0,7.59375,1300,0,837.5076923,1871027.082,229.3359375,375.6615011,1842,1,28282,448.9206349,2544,1,28797,449.953125,629.9611585,1,0,0,2056,2088,2180.207801,2214.273548,359528.872,4,64,127,0,0,1,837.5076923,0,0,1961291,12,32,0,0.0,0,0,0
5311,270,0,41.0,381,0,57.52380952,397288.6462,126.452381,204.5784723,626,1,4279,203.7619048,919,1,4722,236.1,338.7246825,2,0,0,712,680,4142.346074,3954.057616,9852.97463,4,20,41,0,0,0,57.52380952,0,0,568426,10,32,0,0.0,0,0,0
31264,0,0,0.0,0,0,0.0,0.0,7816.0,15050.30075,30383,1,30387,15193.5,30383,4,1,1.0,0.0,1,0,0,60,40,95.95701126,63.97134084,0.0,0,0,5,0,0,0,0.0,0,0,0,0,20,0,0.0,0,0,5
368628,277,0,5.50862069,1448,0,1207.889655,1428838.829,553.4954955,1043.981415,10010,1,367927,1592.757576,14952,1,368096,848.1474654,1289.904589,1,0,0,7432,13928,629.3607648,1180.051434,494917.1858,4,240,665,0,0,1,1207.889655,0,0,1454642,40,32,0,0.0,0,0,0
356,0,0,0.0,0,0,0.0,0.0,178.0,248.901587,354,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,2808.988764,5617.977528,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
8,56,56,56.0,0,0,0.0,14000000.0,8.0,0.0,8,8,8,8.0,8,8,0,0.0,0.0,0,0,0,16,0,250000.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,8,0,0.0,0,0,7
348,0,0,0.0,0,0,0.0,0.0,174.0,240.4163056,344,4,0,0.0,0,0,4,4.0,0.0,4,0,0,32,64,2873.563218,5747.126437,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
314,0,0,0.0,0,0,0.0,0.0,157.0,217.7888886,311,3,0,0.0,0,0,3,3.0,0.0,3,0,0,32,64,3184.713376,6369.426752,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
312,0,0,0.0,0,0,0.0,0.0,156.0,217.7888886,310,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,3205.128205,6410.25641,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
1119547,241,0,79.0,1448,0,614.9333333,9085.817746,43059.5,196196.686,999397,1,1116784,101525.8182,999397,3,1119079,79934.21429,266571.2585,1,0,0,392,488,10.71862101,13.39827627,318535.9153,4,10,25,0,0,1,614.9333333,0,0,9095,4,32,0,0.0,0,0,0
264840,282,0,85.0,858,0,343.2,9046.971757,22070.0,26191.66546,56485,3,216293,30899.0,106620,3,257608,64402.0,76843.80044,9,0,0,192,116,30.20691738,18.87932337,94465.05495,4,0,11,0,0,0,343.2,0,0,22470,4,20,0,0.0,0,0,3
66138,128,88,108.0,72,24,48.0,9434.818108,9448.285714,16930.50967,46102,9,20027,6675.666667,20005,11,53010,17670.0,30588.01728,9,0,0,32,32,60.47960325,60.47960325,1399.111111,0,0,0,0,0,1,48.0,0,0,9434,3,8,0,0.0,0,0,0
321,0,0,0.0,0,0,0.0,0.0,160.5,224.1528496,319,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,3115.264798,6230.529595,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
88871,66,0,5.522727273,1306,0,969.4382022,976313.9832,504.9488636,1211.186418,7731,0,84704,973.6091954,8029,1,87534,994.7045455,1743.405573,0,0,0,2824,2856,990.1992776,1001.451542,392025.8986,4,88,175,0,0,1,969.4382022,0,0,1001512,12,32,0,0.0,0,0,0
3,530,530,530.0,0,0,0.0,353333333.3,3.0,0.0,3,3,3,3.0,3,3,0,0.0,0.0,0,0,0,16,0,666666.6667,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,8,0,0.0,0,0,5
313,0,0,0.0,0,0,0.0,0.0,156.5,218.4959954,311,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,3194.888179,6389.776358,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
318,0,0,0.0,0,0,0.0,0.0,159.0,220.6173157,315,3,0,0.0,0,0,3,3.0,0.0,3,0,0,32,64,3144.654088,6289.308176,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
5000,270,0,40.3,433,0,50.0952381,371600.0,125.0,204.168608,809,1,3988,209.8947368,1107,1,4377,218.85,358.9477715,1,0,0,648,680,4000.0,4200.0,11116.38095,4,20,39,0,0,1,50.0952381,0,0,505715,10,32,0,0.0,0,0,0
10136,66,0,14.1875,1300,0,345.6969697,1170284.136,158.375,260.0920777,1055,1,8403,271.0645161,1328,1,9511,297.21875,422.3692571,1,0,0,1032,1064,3157.063931,3255.722178,178252.5706,4,32,63,0,0,1,345.6969697,0,0,1481268,12,32,0,0.0,0,0,0
613577,45,0,15.0,0,0,0.0,146.6808567,76697.125,127467.0912,376736,4,530410,106082.0,376736,4,545239,272619.5,385532.2948,7,0,0,152,76,9.778723779,4.889361889,360.0,4,0,7,0,0,0,0.0,0,0,0,2,20,0,0.0,0,0,5
374,0,0,0.0,0,0,0.0,0.0,187.0,261.629509,372,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,2673.796791,5347.593583,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
337,0,0,0.0,0,0,0.0,0.0,168.5,231.2239174,332,5,0,0.0,0,0,5,5.0,0.0,5,0,0,32,64,2967.35905,5934.718101,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
17280,277,0,50.0,277,0,46.66666667,81018.51852,617.1428571,1215.880864,4757,1,16936,1302.769231,4986,2,16808,1200.571429,2266.646751,1,0,0,456,488,810.1851852,868.0555556,8971.678161,4,12,27,0,0,1,46.66666667,0,0,120181,6,32,0,0.0,0,0,0
344,0,0,0.0,0,0,0.0,0.0,172.0,241.8305192,343,1,0,0.0,0,0,1,1.0,0.0,1,0,0,32,64,2906.976744,5813.953488,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
10,713,713,713.0,0,0,0.0,142600000.0,10.0,0.0,10,10,10,10.0,10,10,0,0.0,0.0,0,0,0,16,0,200000.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,8,0,0.0,0,0,6
51222,0,0,0.0,0,0,0.0,0.0,12805.5,15167.78016,29786,5,21427,10713.5,21422,5,9,9.0,0.0,9,0,0,60,40,58.56858381,39.04572254,0.0,0,0,5,0,0,0,0.0,0,0,0,0,20,0,0.0,0,0,4
275138,0,0,0.0,0,0,0.0,0.0,68784.5,84419.88889,172610,2,172612,86306.0,172610,2,2,2.0,0.0,2,0,0,60,40,10.90361927,7.269079516,0.0,0,0,5,0,0,0,0.0,0,0,0,0,20,0,0.0,0,0,4
1304453,33,0,11.78947368,101,0,39.15789474,742.0734975,35255.48649,65763.74911,301574,0,1304281,72460.05556,317111,0,1285759,71431.05556,106084.8468,1,0,0,412,396,14.5654922,14.5654922,810.2564103,4,12,36,0,0,1,39.15789474,0,0,1129,12,20,0,0.0,0,0,4
338,0,0,0.0,0,0,0.0,0.0,169.0,236.1736649,336,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,2958.579882,5917.159763,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
410840,289,0,96.33333333,0,0,0.0,1406.873722,51355.0,60723.30521,155924,11,325302,65060.4,169317,11,304389,152194.5,215215.727,14,0,0,152,76,14.60422549,7.302112745,14848.17778,4,0,7,0,0,0,0.0,0,0,0,2,20,0,0.0,0,0,4
5368,684,0,171.5,192,0,100.8,792846.4978,178.9333333,289.1736065,1263,2,3818,254.5333333,1058,2,4816,344.0,468.6839184,2,0,0,520,488,2980.625931,2794.336811,26193.54839,4,24,29,0,0,0,100.8,0,0,1022831,12,32,0,0.0,0,0,0
174,0,0,0.0,0,0,0.0,0.0,87.0,117.3797257,170,4,0,0.0,0,0,4,4.0,0.0,4,0,0,32,64,5747.126437,11494.25287,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
310,0,0,0.0,0,0,0.0,0.0,155.0,217.7888886,309,1,0,0.0,0,0,1,1.0,0.0,1,0,0,32,64,3225.806452,6451.612903,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
739024,60,0,20.0,0,0,0.0,162.3763234,73902.4,119562.4611,311576,3,149785,29957.0,118148,3,703632,175908.0,205751.6721,7,0,0,152,116,8.118816168,6.76568014,545.4545455,4,0,9,0,0,0,0.0,0,0,0,2,20,0,0.0,0,0,7
1053,45,45,45.0,61,61,61.0,201329.5347,351.0,592.3622203,1035,8,10,10.0,10,10,8,8.0,0.0,8,0,0,16,16,1899.335233,1899.335233,76.8,0,0,0,0,0,1,61.0,0,0,201329,1,8,0,0.0,0,0,0
17729,277,0,50.0,277,0,46.66666667,78966.66479,633.1785714,1260.268962,4506,0,17379,1336.846154,6237,1,17277,1234.071429,2214.322034,0,0,0,456,488,789.6666479,846.0714084,8971.678161,4,12,27,0,0,1,46.66666667,0,0,113085,6,32,0,0.0,0,0,0
100345,66,0,8.379310345,1300,0,785.7288136,466829.4384,865.0431034,1713.529286,5765,1,95376,1673.263158,6084,1,99832,1721.241379,2335.634684,1,0,0,1864,1896,578.0058797,587.9714983,343669.5553,4,58,115,0,0,1,785.7288136,0,0,497631,12,32,0,0.0,0,0,0
340,0,0,0.0,0,0,0.0,0.0,170.0,237.5878785,338,2,0,0.0,0,0,2,2.0,0.0,2,0,0,32,64,2941.176471,5882.352941,0.0,0,0,3,0,0,2,0.0,0,0,0,0,32,0,0.0,0,0,0
18282,66,0,10.31818182,1300,0,642.1777778,1605513.62,207.75,363.7250525,1663,1,17403,404.7209302,2010,1,17584,399.6363636,616.1835687,1,0,0,1416,1448,2406.738869,2461.437479,305227.3978,4,44,87,0,0,1,642.1777778,0,0,1737627,12,32,0,0.0,0,0,0
53463,66,0,5.522727273,1300,0,926.1797753,1550904.364,303.7670455,611.0361666,4743,0,52451,602.8850575,5024,0,52963,601.8522727,959.3362713,0,0,0,2824,2856,1645.998167,1664.702692,370145.0296,4,88,175,0,0,1,926.1797753,0,0,1584301,12,32,0,0.0,0,0,0
197843,924,0,308.0,0,0,0.0,9340.73988,24730.375,29269.20316,63845,9,138085,27617.0,85312,9,133988,66994.0,94729.68126,10,0,0,152,76,30.32707753,15.16353877,151782.4,4,0,7,0,0,0,0.0,0,0,0,2,20,0,0.0,0,0,5
161887,257,0,85.66666667,0,0,0.0,3175.054204,20235.875,24606.13116,54454,9,112649,22529.8,58161,11,147525,73762.5,104303.2,9,0,0,152,76,37.06288955,18.53144477,11742.04444,4,0,7,0,0,0,0.0,0,0,0,2,20,0,0.0,0,0,7
2,444,444,444.0,0,0,0.0,444000000.0,2.0,0.0,2,2,2,2.0,2,2,0,0.0,0.0,0,0,0,16,0,1000000.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,8,0,0.0,0,0,8
651392,181,0,51.71428571,1460,0,640.2857143,7436.382393,50107.07692,75003.4749,233819,2,651130,108521.6667,241247,5,558648,93108.0,183326.7421,2,0,0,172,156,10.74621733,10.74621733,284596.781,4,2,12,0,0,1,640.2857143,0,0,34324,2,20,0,0.0,0,0,4
