Flow Duration,Total Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Std,Flow Bytes/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Min,Bwd PSH Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Mean,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Segment Size Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Idle Std,Idle Min,Label
333,1,0,0,0.0,0.0,0,0.0,0.0,166.5,234.0523446,332,1,0,0.0,0.0,0,0,1.0,1,0,0,32,64,3003.003003,6006.006006,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,7240,5792,0,0.0,0.0,0,0.0,0,0
308,1,0,0,0.0,0.0,0,0.0,0.0,154.0,214.9604615,306,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,3246.753247,6493.506494,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,10136,5792,0,0.0,0.0,0,0.0,0,0
25160,62,47874,0,7.580645161,17.82938115,0,629.8305126,1921462.639,202.9032258,339.3769379,1805,0,23438,384.2295082,550.2900869,2111,0,395.3064516,1,0,0,1992,2024,2464.228935,2503.974563,383.6825397,339587.5784,1,4,0,62,0,1,7.580645161,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
309,1,0,0,0.0,0.0,0,0.0,0.0,154.5,215.6675683,307,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,3236.245955,6472.491909,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,7240,5792,0,0.0,0.0,0,0.0,0,0
9077,6,8192,0,0.0,0.0,0,690.1336425,902500.8263,648.3571429,1173.967999,4223,3,8654,1730.8,3037.962755,7020,3,1074.625,4,0,0,200,296,661.0113474,991.517021,512.0,471500.8,1,4,0,4,0,1,0.0,0,0,0,5792,5792,0,0.0,0.0,0,0.0,0,0
221950,6,8192,0,0.0,0.0,0,690.1336425,36909.21379,15853.57143,47086.85235,173864,2,47746,9549.2,20987.25233,47089,2,27678.5,4,0,0,200,296,27.03311557,40.54967335,512.0,471500.8,1,4,0,4,0,1,0.0,0,0,0,5792,5792,0,0.0,0.0,0,0.0,0,0
167425,72,58256,0,6.75,17.20526451,0,596.0839076,350855.607,1179.049296,2807.635924,22772,0,162237,2285.028169,3799.012969,23078,0,2383.671429,1,0,0,2312,2280,430.043303,424.0704793,407.9305556,340791.7574,1,4,0,70,0,0,6.75,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
22479,40,22628,0,11.35,20.70123247,0,622.1749675,1026825.037,280.9875,690.6522599,4741,1,19349,496.1282051,953.9705992,5074,1,536.7,1,0,0,1288,1320,1779.438587,1823.924552,281.4878049,265396.0554,1,4,0,40,0,1,11.35,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
1098,2,108,38,38.0,0.0,54,0.0,167577.4135,366.0,619.2083656,1081,8,9,9.0,0.0,9,9,8.0,8,0,0,16,16,1821.493625,1821.493625,44.4,76.8,0,0,0,0,0,1,38.0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,0
4609,4,192,114,114.0,0.0,48,0.0,140594.489,658.4285714,857.3797014,1998,3,3533,1177.666667,2032.850544,3525,3,1028.0,7,0,0,32,32,867.8672163,867.8672163,84.66666667,1210.0,0,0,0,0,0,1,114.0,0,0,0,0,0,3,0.0,0.0,0,0.0,0,0
983,2,122,45,45.0,0.0,61,0.0,215666.3276,327.6666667,553.6798112,967,7,9,9.0,0.0,9,9,7.0,7,0,0,16,16,2034.587996,2034.587996,51.4,76.8,0,0,0,0,0,1,45.0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,0
1082,2,108,38,38.0,0.0,54,0.0,170055.4529,360.6666667,614.3006864,1070,6,6,6.0,0.0,6,6,6.0,6,0,0,16,16,1848.428835,1848.428835,44.4,76.8,0,0,0,0,0,1,38.0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,0
82432,54,39056,0,8.703703704,18.86559175,0,620.3837424,479498.2531,763.2592593,1528.022938,6761,1,76515,1443.679245,2247.82647,7071,1,1487.37037,1,0,0,1736,1768,655.0854037,667.2166149,359.3272727,315023.0112,1,4,0,54,0,1,8.703703704,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
367,1,0,0,0.0,0.0,0,0.0,0.0,183.5,255.265548,364,3,0,0.0,0.0,0,0,3.0,3,0,0,32,64,2724.79564,5449.591281,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,14480,14480,0,0.0,0.0,0,0.0,0,0
1033,2,106,37,37.0,0.0,53,0.0,174249.758,344.3333333,584.2818954,1019,5,9,9.0,0.0,9,9,5.0,5,0,0,16,16,1936.108422,1936.108422,43.4,76.8,0,0,0,0,0,1,37.0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,0
322,1,0,0,0.0,0.0,0,0.0,0.0,161.0,223.4457429,319,3,0,0.0,0.0,0,0,3.0,3,0,0,32,64,3105.590062,6211.180124,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,26064,20272,0,0.0,0.0,0,0.0,0,0
2465,4,1588,0,0.0,0.0,0,434.8917107,644219.0669,308.125,515.0132973,1497,4,675,225.0,382.7832285,667,4,485.0,4,0,0,136,168,1622.718053,2028.397566,158.8,112077.5111,1,4,0,2,0,1,0.0,0,0,0,5792,5792,0,0.0,0.0,0,0.0,0,0
273317,6,0,0,84.66666667,131.165036,0,0.0,1858.647651,34164.625,39387.99548,94044,7,214553,42910.6,74570.31635,172220,7,97569.0,7,0,0,152,76,21.95253131,10.97626565,50.8,11469.51111,1,4,0,0,0,0,84.66666667,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,3
6830,10,1628,0,43.2,65.29726896,0,337.5708979,301610.5417,379.4444444,762.2677638,3034,3,3354,372.6666667,565.1095027,1656,3,785.5,3,0,0,328,296,1464.128843,1317.715959,103.0,55314.52632,1,4,0,12,0,0,43.2,0,0,0,5792,10136,6,0.0,0.0,0,0.0,0,0
30187,50,1188,0,689.8,717.7411278,0,65.51570569,1181899.493,343.0340909,663.4738853,3990,1,28869,589.1632653,885.2702353,3990,1,780.8684211,2,0,0,1608,1256,1656.342134,1291.946865,396.4222222,394263.0332,1,4,0,36,0,0,689.8,0,0,0,5792,30408,34,0.0,0.0,0,0.0,0,0
2584,4,1498,0,0.0,0.0,0,410.2441956,579721.3622,323.0,542.0197677,1575,3,684,228.0,389.7114317,678,3,510.25,5,0,0,136,168,1547.987616,1934.98452,149.8,99733.51111,1,4,0,2,0,1,0.0,0,0,0,5792,5792,0,0.0,0.0,0,0.0,0,0
1023,2,122,45,45.0,0.0,61,0.0,207233.6266,341.0,580.2404674,1011,4,4,4.0,0.0,4,4,8.0,8,0,0,16,16,1955.034213,1955.034213,51.4,76.8,0,0,0,0,0,1,45.0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,0
3386,6,296,0,102.3333333,158.5341183,0,72.2166054,268753.6917,282.1666667,494.7215623,1744,3,900,180.0,275.3525014,631,3,480.3333333,3,0,0,200,232,1772.002363,2067.33609,65.0,13319.69231,1,4,0,4,0,1,102.3333333,0,0,0,5792,7240,2,0.0,0.0,0,0.0,0,0
43828,3,0,0,0.0,0.0,0,0.0,0.0,10957.0,12666.95062,22746,3,21079,10539.5,14900.8612,21076,3,3.0,3,0,0,60,40,68.44939308,45.63292872,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,0
351,1,0,0,0.0,0.0,0,0.0,0.0,175.5,245.3660531,349,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,2849.002849,5698.005698,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,15928,31856,0,0.0,0.0,0,0.0,0,0
325,1,0,0,0.0,0.0,0,0.0,0.0,162.5,224.1528496,321,4,0,0.0,0.0,0,0,4.0,4,0,0,32,64,3076.923077,6153.846154,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,24616,14480,0,0.0,0.0,0,0.0,0,0
75719,3,0,0,0.0,0.0,0,0.0,0.0,18929.75,37449.22597,75102,4,75111,37555.5,53098.76952,75102,9,4.0,4,0,0,60,40,39.62017459,26.41344973,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,0
226349,22,1512,0,138.1818182,236.651972,0,78.02563681,20110.53727,5389.261905,15460.7882,84505,1,140988,6713.714286,12279.24196,35336,1,11286.3,2,0,0,712,680,97.19503952,92.77708318,103.4545455,31531.60254,1,4,0,24,0,0,138.1818182,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
317457,88,80372,0,5.522727273,15.7618609,0,578.5890825,254705.3617,1803.732955,4330.421789,25700,1,312361,3590.356322,5836.43817,25962,1,3601.465909,1,0,0,2824,2856,277.2028968,280.3529297,454.258427,369116.6673,1,4,0,88,0,1,5.522727273,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
529668,7,6218,0,54.85714286,93.686407,0,712.9499409,12464.41167,31156.94118,63218.35176,254138,1,528823,88137.16667,140892.7237,357639,1,47177.1,1,0,0,172,236,13.21582576,20.7677262,347.4736842,354308.2632,2,4,0,2,0,1,54.85714286,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,4
915169,50,924,0,4.44,6.658307685,0,20.1788474,1252.227731,9151.69,29419.32101,188444,1,903793,18444.7551,42643.51125,198746,4,18293.52,1,0,0,1608,1640,54.63471774,55.7274121,11.23529412,271.1124054,1,4,0,48,0,1,4.44,0,0,0,5792,20272,20,0.0,0.0,0,0.0,0,0
100543,3,0,0,0.0,0.0,0,0.0,0.0,25135.75,31221.60359,64372,3,64376,32188.0,45515.04929,64372,4,3.0,3,0,0,60,40,29.83797977,19.89198651,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,5
29355,64,54438,0,7.59375,18.08596645,0,611.9595862,1871027.082,229.3359375,375.6615011,1842,1,28282,448.9206349,644.8308181,2544,1,449.953125,1,0,0,2056,2088,2180.207801,2214.273548,422.4923077,359528.872,1,4,0,64,0,1,7.59375,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
5311,22,1208,0,41.0,81.14771951,0,118.3442517,397288.6462,126.452381,204.5784723,626,1,4279,203.7619048,370.0339045,919,1,236.1,2,0,0,712,680,4142.346074,3954.057616,47.95454545,9852.97463,1,4,0,20,0,0,41.0,0,0,0,5792,13032,10,0.0,0.0,0,0.0,0,0
31264,3,0,0,0.0,0.0,0,0.0,0.0,7816.0,15050.30075,30383,1,30387,15193.5,21481.19691,30383,4,1.0,1,0,0,60,40,95.95701126,63.97134084,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,5
368628,232,525432,0,5.50862069,26.76998244,0,504.7649238,1428838.829,553.4954955,1043.981415,10010,1,367927,1592.757576,2538.965605,14952,1,848.1474654,1,0,0,7432,13928,629.3607648,1180.051434,788.488024,494917.1858,1,4,0,240,0,1,5.50862069,0,0,0,5792,34752,40,0.0,0.0,0,0.0,0,0
356,1,0,0,0.0,0.0,0,0.0,0.0,178.0,248.901587,354,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,2808.988764,5617.977528,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,65160,34752,0,0.0,0.0,0,0.0,0,0
8,2,0,56,56.0,0.0,0,0.0,14000000.0,8.0,0.0,8,8,8,8.0,0.0,8,8,0.0,0,0,0,16,0,250000.0,0.0,56.0,0.0,0,0,0,0,0,0,56.0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,7
348,1,0,0,0.0,0.0,0,0.0,0.0,174.0,240.4163056,344,4,0,0.0,0.0,0,0,4.0,4,0,0,32,64,2873.563218,5747.126437,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,21720,14480,0,0.0,0.0,0,0.0,0,0
314,1,0,0,0.0,0.0,0,0.0,0.0,157.0,217.7888886,311,3,0,0.0,0.0,0,0,3.0,3,0,0,32,64,3184.713376,6369.426752,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,47784,14480,0,0.0,0.0,0,0.0,0,0
312,1,0,0,0.0,0.0,0,0.0,0.0,156.0,217.7888886,310,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,3205.128205,6410.25641,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,26064,20272,0,0.0,0.0,0,0.0,0,0
1119547,12,9224,0,79.0,116.7156607,0,676.0667197,9085.817746,43059.5,196196.686,999397,1,1116784,101525.8182,299545.0133,999397,3,79934.21429,1,0,0,392,488,10.71862101,13.39827627,363.2857143,318535.9153,1,4,0,10,0,1,79.0,0,0,0,5792,8688,4,0.0,0.0,0,0.0,0,0
264840,8,1716,0,85.0,124.1979986,0,469.9459543,9046.971757,22070.0,26191.66546,56485,3,216293,30899.0,42222.05772,106620,3,64402.0,9,0,0,192,116,30.20691738,18.87932337,171.1428571,94465.05495,1,4,0,0,0,0,85.0,0,0,0,16383,16383,4,0.0,0.0,0,0.0,0,3
66138,4,192,88,108.0,23.09401077,24,27.71281292,9434.818108,9448.285714,16930.50967,46102,9,20027,6675.666667,11543.54128,20005,11,17670.0,9,0,0,32,32,60.47960325,60.47960325,79.11111111,1399.111111,0,0,0,0,0,1,108.0,0,0,0,0,0,3,0.0,0.0,0,0.0,0,0
321,1,0,0,0.0,0.0,0,0.0,0.0,160.5,224.1528496,319,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,3115.264798,6230.529595,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,20272,14480,0,0.0,0.0,0,0.0,0,0
88871,88,86280,0,5.522727273,15.7618609,0,564.2291192,976313.9832,504.9488636,1211.186418,7731,0,84704,973.6091954,1720.814662,8029,1,994.7045455,0,0,0,2824,2856,990.1992776,1001.451542,487.4494382,392025.8986,1,4,0,88,0,1,5.522727273,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
3,2,0,530,530.0,0.0,0,0.0,353333333.3,3.0,0.0,3,3,3,3.0,0.0,3,3,0.0,0,0,0,16,0,666666.6667,0.0,530.0,0.0,0,0,0,0,0,0,530.0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,5
313,1,0,0,0.0,0.0,0,0.0,0.0,156.5,218.4959954,311,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,3194.888179,6389.776358,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,65160,59368,0,0.0,0.0,0,0.0,0,0
318,1,0,0,0.0,0.0,0,0.0,0.0,159.0,220.6173157,315,3,0,0.0,0.0,0,0,3.0,3,0,0,32,64,3144.654088,6289.308176,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,14480,14480,0,0.0,0.0,0,0.0,0,0
5000,20,1052,0,40.3,81.21193845,0,127.9593313,371600.0,125.0,204.168608,809,1,3988,209.8947368,374.660275,1107,1,218.85,1,0,0,648,680,4000.0,4200.0,44.23809524,11116.38095,1,4,0,20,0,1,40.3,0,0,0,5792,13032,10,0.0,0.0,0,0.0,0,0
10136,32,11408,0,14.1875,22.30642537,0,552.0633164,1170284.136,158.375,260.0920777,1055,1,8403,271.0645161,429.5560449,1328,1,297.21875,1,0,0,1032,1064,3157.063931,3255.722178,179.7272727,178252.5706,1,4,0,32,0,1,14.1875,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
613577,6,0,0,15.0,23.23790008,0,0.0,146.6808567,76697.125,127467.0912,376736,4,530410,106082.0,165282.0407,376736,4,272619.5,7,0,0,152,76,9.778723779,4.889361889,9.0,360.0,1,4,0,0,0,0,15.0,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,5
374,1,0,0,0.0,0.0,0,0.0,0.0,187.0,261.629509,372,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,2673.796791,5347.593583,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,28960,14480,0,0.0,0.0,0,0.0,0,0
337,1,0,0,0.0,0.0,0,0.0,0.0,168.5,231.2239174,332,5,0,0.0,0.0,0,0,5.0,5,0,0,32,64,2967.35905,5934.718101,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,65160,15928,0,0.0,0.0,0,0.0,0,0
17280,14,700,0,50.0,99.13316607,0,96.39551462,81018.51852,617.1428571,1215.880864,4757,1,16936,1302.769231,2061.716403,4986,2,1200.571429,1,0,0,456,488,810.1851852,868.0555556,46.66666667,8971.678161,1,4,0,12,0,1,50.0,0,0,0,5792,10136,6,0.0,0.0,0,0.0,0,0
344,1,0,0,0.0,0.0,0,0.0,0.0,172.0,241.8305192,343,1,0,0.0,0.0,0,0,1.0,1,0,0,32,64,2906.976744,5813.953488,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,24616,14480,0,0.0,0.0,0,0.0,0,0
10,2,0,713,713.0,0.0,0,0.0,142600000.0,10.0,0.0,10,10,10,10.0,0.0,10,10,0.0,0,0,0,16,0,200000.0,0.0,713.0,0.0,0,0,0,0,0,0,713.0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,6
51222,3,0,0,0.0,0.0,0,0.0,0.0,12805.5,15167.78016,29786,5,21427,10713.5,15144.10593,21422,5,9.0,9,0,0,60,40,58.56858381,39.04572254,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,4
275138,3,0,0,0.0,0.0,0,0.0,0.0,68784.5,84419.88889,172610,2,172612,86306.0,122052.2873,172610,2,2.0,2,0,0,60,40,10.90361927,7.269079516,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,4
1304453,19,744,0,11.78947368,12.64726122,0,33.46849789,742.0734975,35255.48649,65763.74911,301574,0,1304281,72460.05556,104714.759,317111,0,71431.05556,1,0,0,412,396,14.5654922,14.5654922,24.82051282,810.2564103,2,4,0,12,0,1,11.78947368,0,0,0,16383,16383,12,0.0,0.0,0,0.0,0,4
338,1,0,0,0.0,0.0,0,0.0,0.0,169.0,236.1736649,336,2,0,0.0,0.0,0,0,2.0,2,0,0,32,64,2958.579882,5917.159763,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,21720,14480,0,0.0,0.0,0,0.0,0,0
410840,6,0,0,96.33333333,149.2389583,0,0.0,1406.873722,51355.0,60723.30521,155924,11,325302,65060.4,89185.57001,169317,11,152194.5,14,0,0,152,76,14.60422549,7.302112745,57.8,14848.17778,1,4,0,0,0,0,96.33333333,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,4
5368,16,1512,0,171.5,212.4190826,0,74.74451724,792846.4978,178.9333333,289.1736065,1263,2,3818,254.5333333,327.0078345,1058,2,344.0,2,0,0,520,488,2980.625931,2794.336811,133.0,26193.54839,1,4,0,24,0,0,171.5,0,0,0,5792,14480,12,0.0,0.0,0,0.0,0,0
174,1,0,0,0.0,0.0,0,0.0,0.0,87.0,117.3797257,170,4,0,0.0,0.0,0,0,4.0,4,0,0,32,64,5747.126437,11494.25287,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,10136,5792,0,0.0,0.0,0,0.0,0,0
310,1,0,0,0.0,0.0,0,0.0,0.0,155.0,217.7888886,309,1,0,0.0,0.0,0,0,1.0,1,0,0,32,64,3225.806452,6451.612903,0.0,0.0,1,0,0,0,0,2,0.0,0,0,0,14480,14480,0,0.0,0.0,0,0.0,0,0
739024,6,0,0,20.0,30.98386677,0,0.0,162.3763234,73902.4,119562.4611,311576,3,149785,29957.0,51165.11385,118148,3,175908.0,7,0,0,152,116,8.118816168,6.76568014,10.0,545.4545455,1,4,0,0,0,0,20.0,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,7
