Flow Duration,Total Bwd packets,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Fwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd URG Flags,Bwd Header Length,Packet Length Mean,SYN Flag Count,CWR Flag Count,Fwd Bytes/Bulk Avg,Fwd Bulk Rate Avg,Subflow Fwd Bytes,Subflow Bwd Bytes,Bwd Init Win Bytes,Active Min,Label
22479,41,0.0,20.70123246671622,1300.0,551.9024390243903,953.9705992238628,1.0,0,0,1320,281.4878048780488,4,0,0,0,0,0,14480,0.0,0
1098,2,38.0,0.0,54.0,54.0,0.0,8.0,0,0,16,44.4,0,0,0,0,0,0,0,0.0,0
4609,4,114.0,0.0,48.0,48.0,2032.850543776727,7.0,0,0,32,84.66666666666667,0,0,0,0,0,0,0,0.0,0
983,2,45.0,0.0,61.0,61.0,0.0,7.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
1082,2,38.0,0.0,54.0,54.0,0.0,6.0,0,0,16,44.4,0,0,0,0,0,0,0,0.0,0
82432,55,0.0,18.865591749571376,1300.0,710.1090909090909,2247.8264696024858,1.0,0,0,1768,359.32727272727266,4,0,0,0,0,0,14480,0.0,0
367,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
1033,2,37.0,0.0,53.0,53.0,0.0,5.0,0,0,16,43.4,0,0,0,0,0,0,0,0.0,0
322,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,20272,0.0,0
2465,5,0.0,0.0,794.0,317.6,382.7832284727219,4.0,0,0,168,158.8,4,0,0,0,0,0,5792,0.0,0
273317,3,0.0,131.16503599155786,0.0,0.0,74570.31635174951,7.0,0,0,76,50.8,4,0,0,0,0,0,16383,0.0,1
6830,9,0.0,65.29726895769328,776.0,180.88888888888889,565.1095026629795,3.0,0,0,296,103.0,4,0,0,0,0,0,10136,0.0,0
30187,39,0.0,717.7411277965142,287.0,30.461538461538467,885.2702352704412,2.0,0,0,1256,396.4222222222223,4,0,0,0,0,0,30408,0.0,0
2584,5,0.0,0.0,749.0,299.6,389.7114317029974,5.0,0,0,168,149.8,4,0,0,0,0,0,5792,0.0,0
1023,2,45.0,0.0,61.0,61.0,0.0,8.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
3386,7,0.0,158.53411830475693,148.0,42.285714285714285,275.3525013505416,3.0,0,0,232,65.0,4,0,0,0,0,0,7240,0.0,0
43828,2,0.0,0.0,0.0,0.0,14900.861199944116,3.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,0
351,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,31856,0.0,0
325,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
75719,2,0.0,0.0,0.0,0.0,53098.76951964141,4.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,0
226349,21,0.0,236.6519719845069,192.0,72.0,12279.241956012014,2.0,0,0,680,103.45454545454544,4,0,0,0,0,0,14480,0.0,0
317457,89,0.0,15.76186090355944,1300.0,903.0561797752812,5836.438169902366,1.0,0,0,2856,454.2584269662921,4,0,0,0,0,0,14480,0.0,0
529668,11,0.0,93.6864070030592,1460.0,565.2727272727274,140892.72367786305,1.0,0,0,236,347.4736842105263,4,0,0,0,0,0,16383,0.0,1
915169,51,0.0,6.658307684726639,54.0,18.11764705882352,42643.51125392673,1.0,0,0,1640,11.235294117647058,4,0,0,0,0,0,20272,0.0,0
100543,2,0.0,0.0,0.0,0.0,45515.04929141569,3.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
29355,65,0.0,18.08596645301772,1300.0,837.5076923076925,644.8308180617386,1.0,0,0,2088,422.4923076923077,4,0,0,0,0,0,14480,0.0,0
5311,21,0.0,81.14771950555593,381.0,57.52380952380953,370.0339044955076,2.0,0,0,680,47.95454545454546,4,0,0,0,0,0,13032,0.0,0
31264,2,0.0,0.0,0.0,0.0,21481.19690566613,1.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
368628,435,0.0,26.769982442915968,1448.0,1207.8896551724142,2538.9656045277497,1.0,0,0,13928,788.4880239520961,4,0,0,0,0,0,34752,0.0,0
356,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,34752,0.0,0
8,0,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.0,0,0,0,0,0,0,0,0.0,1
348,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
314,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
312,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,20272,0.0,0
1119547,15,0.0,116.7156607081734,1448.0,614.9333333333334,299545.0132820836,1.0,0,0,488,363.28571428571433,4,0,0,0,0,0,8688,0.0,0
264840,5,0.0,124.1979986036122,858.0,343.2,42222.05771868538,9.0,0,0,116,171.14285714285714,4,0,0,0,0,0,16383,0.0,1
66138,4,88.0,23.09401076758504,72.0,48.0,11543.541282177375,9.0,0,0,32,79.11111111111111,0,0,0,0,0,0,0,0.0,0
321,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
88871,89,0.0,15.76186090355944,1306.0,969.4382022471908,1720.8146621033336,0.0,0,0,2856,487.4494382022472,4,0,0,0,0,0,14480,0.0,0
3,0,530.0,0.0,0.0,0.0,0.0,0.0,0,0,0,530.0,0,0,0,0,0,0,0,0.0,1
313,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,59368,0.0,0
318,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
5000,21,0.0,81.21193845345906,433.0,50.095238095238095,374.66027496577067,1.0,0,0,680,44.23809523809524,4,0,0,0,0,0,13032,0.0,0
10136,33,0.0,22.3064253725967,1300.0,345.69696969696963,429.55604488695616,1.0,0,0,1064,179.72727272727272,4,0,0,0,0,0,14480,0.0,0
613577,3,0.0,23.2379000772445,0.0,0.0,165282.0407243328,7.0,0,0,76,9.0,4,0,0,0,0,0,16383,0.0,1
374,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
337,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,15928,0.0,0
17280,15,0.0,99.13316607162618,277.0,46.66666666666666,2061.716402816116,1.0,0,0,488,46.66666666666666,4,0,0,0,0,0,10136,0.0,0
344,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
10,0,713.0,0.0,0.0,0.0,0.0,0.0,0,0,0,713.0,0,0,0,0,0,0,0,0.0,1
51222,2,0.0,0.0,0.0,0.0,15144.105932672288,9.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
275138,2,0.0,0.0,0.0,0.0,122052.2872870476,2.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
1304453,19,0.0,12.6472612202907,101.0,39.15789473684212,104714.7589532812,1.0,0,0,396,24.820512820512825,4,0,0,0,0,0,16383,0.0,1
338,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
410840,3,0.0,149.23895827385914,0.0,0.0,89185.57001443674,14.0,0,0,76,57.8,4,0,0,0,0,0,16383,0.0,1
5368,15,0.0,212.41908263305035,192.0,100.8,327.00783447728554,2.0,0,0,488,133.0,4,0,0,0,0,0,14480,0.0,0
174,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
310,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
739024,5,0.0,30.983866769659336,0.0,0.0,51165.11385211608,7.0,0,0,116,9.999999999999998,4,0,0,0,0,0,16383,0.0,1
1053,2,45.0,0.0,61.0,61.0,0.0,8.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
17729,15,0.0,99.13316607162618,277.0,46.66666666666666,2185.015821687716,0.0,0,0,488,46.66666666666666,4,0,0,0,0,0,10136,0.0,0
100345,59,0.0,18.83709254785309,1300.0,785.7288135593224,2292.6515803316024,1.0,0,0,1896,396.9830508474578,4,0,0,0,0,0,14480,0.0,0
340,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
18282,45,0.0,19.989267733569253,1300.0,642.1777777777779,618.6963762461087,1.0,0,0,1448,326.1333333333333,4,0,0,0,0,0,14480,0.0,0
53463,89,0.0,15.76186090355944,1300.0,926.1797752808988,945.1301303941038,0.0,0,0,2856,465.8202247191012,4,0,0,0,0,0,14480,0.0,0
197843,3,0.0,477.15154825275374,0.0,0.0,39517.6344054145,10.0,0,0,76,184.8,4,0,0,0,0,0,16383,0.0,1
161887,3,0.0,132.7142293300408,0.0,0.0,30862.521700275887,9.0,0,0,76,51.400000000000006,4,0,0,0,0,0,16383,0.0,1
2,0,444.0,0.0,0.0,0.0,0.0,0.0,0,0,0,444.0,0,0,0,0,0,0,0,0.0,1
651392,7,0.0,88.31895660184226,1460.0,640.2857142857143,120994.8367818506,2.0,0,0,156,322.93333333333334,4,0,0,0,0,0,16383,0.0,1
197483,83,0.0,16.089412389826855,1300.0,940.4578313253012,3590.323278262439,0.0,0,0,2664,467.5238095238095,4,0,0,0,0,0,14480,0.0,0
3677,9,0.0,65.29726895769328,776.0,180.88888888888889,365.4756413831768,1.0,0,0,296,103.0,4,0,0,0,0,0,10136,0.0,0
89126,2,0.0,0.0,0.0,0.0,19676.660400078057,7.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
68668,2,0.0,0.0,0.0,0.0,29711.21273189636,2.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
449,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
25475,59,0.0,18.83709254785309,1300.0,714.6440677966102,750.7780250228045,1.0,0,0,1896,361.4406779661017,4,0,0,0,0,0,14480,0.0,0
1021,2,45.0,0.0,61.0,61.0,0.0,8.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
52985,2,0.0,0.0,0.0,0.0,18566.50275361518,9.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
116318,95,0.0,15.161455630713863,1300.0,952.1684210526312,1896.119412609792,1.0,0,0,3048,473.65625,4,0,0,0,0,0,14480,0.0,0
10436,33,0.0,21.474606635715823,1300.0,438.0,399.2980858262882,1.0,0,0,1064,212.97142857142853,4,0,0,0,0,0,14480,0.0,0
240926,3,0.0,56.28735796488112,0.0,0.0,60623.07075693213,7.0,0,0,76,21.8,4,0,0,0,0,0,16383,0.0,1
342,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,7240,0.0,0
465,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,13032,0.0,0
17043,35,0.0,21.883828750570903,1300.0,426.74285714285713,493.5419776595717,1.0,0,0,1128,219.8571428571429,4,0,0,0,0,0,14480,0.0,0
26143,2,0.0,0.0,0.0,0.0,17818.38377911981,8.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
17295,15,0.0,99.13316607162618,277.0,46.66666666666666,2117.9964770799493,1.0,0,0,488,46.66666666666666,4,0,0,0,0,0,10136,0.0,0
631947,5,0.0,30.983866769659336,0.0,0.0,32906.96617435281,6.0,0,0,116,9.999999999999998,4,0,0,0,0,0,16383,0.0,1
10252,23,0.0,166.09084107103777,848.0,183.3913043478261,725.8368314022828,1.0,0,0,744,118.37735849056604,4,0,0,0,0,0,14480,0.0,0
7039145,7,0.0,168.34276258362198,247.0,70.57142857142857,2490201.3731055567,2.0,0,0,156,78.93333333333332,4,0,0,0,690,494,16383,186742.0,1
4389706,569,0.0,23.5304107791776,1448.0,1212.263620386644,179587.91959207016,1.0,0,0,18216,789.1095890410963,4,0,0,0,1482,689778,43440,0.0,0
1047,2,45.0,0.0,61.0,61.0,0.0,8.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
22944,39,0.0,720.2172846737692,287.0,30.461538461538467,667.9533136767125,2.0,0,0,1256,398.1777777777778,4,0,0,0,0,0,30408,0.0,0
46405,77,0.0,16.80879051557521,1300.0,884.0779220779218,974.2813839621156,1.0,0,0,2472,445.19480519480527,4,0,0,0,0,0,14480,0.0,0
311,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
319,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
305,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,20272,0.0,0
315,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
339,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
1004340,15,0.0,122.41532220727564,1448.0,614.9333333333334,333086.2893305577,3.0,0,0,488,391.2307692307692,4,0,0,0,0,0,8688,0.0,0
4972,4,114.0,0.0,52.0,52.0,2204.614781165484,8.0,0,0,32,86.44444444444444,0,0,0,0,0,0,0,0.0,0
287724,5,0.0,85.87920641947092,693.0,277.2,57483.123768343234,2.0,0,0,116,133.6923076923077,4,0,0,0,0,0,16383,0.0,1
69582,2,0.0,0.0,0.0,0.0,48721.0714373155,6.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,0
350,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
321,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
5,0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,0,0,0,0,0,0,0,0.0,0
330,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
1093,2,37.0,0.0,53.0,53.0,0.0,8.0,0,0,16,43.4,0,0,0,0,0,0,0,0.0,0
504249,3,0.0,33.18060248025013,0.0,0.0,116631.75747011046,7.0,0,0,76,12.363636363636363,4,0,0,0,0,0,16383,0.0,1
341,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,47784,0.0,0
12455,39,0.0,21.523615004105377,1329.0,547.1794871794872,419.83188756193096,1.0,0,0,1256,279.61538461538464,4,0,0,0,0,0,14480,0.0,0
1752,4,88.0,16.165807537309526,72.0,48.0,757.7723932685856,4.0,0,0,32,76.44444444444444,0,0,0,0,0,0,0,0.0,0
714485,7,0.0,65.23090853706874,189.0,54.0,177753.0946686603,2.0,0,0,156,53.49999999999999,4,0,0,0,0,0,16383,0.0,1
49698,47,0.0,19.760220445550136,1300.0,649.1489361702128,1812.939453631778,0.0,0,0,1512,322.70833333333314,4,0,0,0,0,0,14480,0.0,0
4450,15,0.0,304.19598945416755,192.0,100.8,320.8782293880937,2.0,0,0,488,150.5,4,0,0,0,0,0,14480,0.0,0
1013,2,37.0,0.0,53.0,53.0,0.0,7.0,0,0,16,43.4,0,0,0,0,0,0,0,0.0,0
323,2,0.0,0.0,0.0,0.0,0.0,6.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
462212,39,0.0,718.0660125415677,287.0,30.461538461538467,23309.070214189152,1.0,0,0,1256,396.6666666666667,4,0,0,0,0,0,30408,0.0,0
589767,7,0.0,0.0,1460.0,475.1428571428572,247694.52675607643,4.0,0,0,156,255.84615384615387,4,0,0,0,0,0,16383,0.0,1
331,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
237857,5,0.0,0.0,757.0,302.8,363.7306695894642,3.0,0,0,168,151.4,4,0,0,0,0,0,5792,0.0,0
323,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
342,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
364,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
1099,2,45.0,0.0,61.0,61.0,0.0,1.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
1155440,317,0.0,32.114640854601305,1448.0,1195.854889589905,52623.63431423052,1.0,0,0,10152,798.7268907563024,4,0,0,0,0,0,27512,0.0,0
1005310,15,0.0,116.7156607081734,1448.0,614.9333333333334,301226.74294506275,1.0,0,0,488,363.28571428571433,4,0,0,0,0,0,8688,0.0,0
330,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
3554,9,0.0,65.29726895769328,776.0,180.88888888888889,348.3238834443854,2.0,0,0,296,103.0,4,0,0,0,0,0,10136,0.0,0
376,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
5005,4,114.0,0.0,52.0,50.0,2272.1646800646586,9.0,0,0,32,85.55555555555556,0,0,0,0,0,0,0,0.0,0
355,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
61123,4,88.0,18.475208614068023,72.0,48.0,10992.749307308584,4.0,0,0,32,77.33333333333333,0,0,0,0,0,0,0,0.0,0
24295,2,0.0,0.0,0.0,0.0,5222.69068584384,4.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
4927674,855,0.0,19.85554977461813,1448.0,1228.261988304093,141216.6544265816,1.0,0,0,27368,809.2461538461541,4,0,0,0,1856,1050164,59368,0.0,0
62749,2,0.0,0.0,0.0,0.0,10684.383463728733,8.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
365,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,65160,0.0,0
4603,4,114.0,0.0,52.0,50.0,2074.1309023299373,3.0,0,0,32,85.55555555555556,0,0,0,0,0,0,0,0.0,0
312,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
67475,47,0.0,19.65548687392932,1300.0,632.3829787234044,2093.1574810329107,1.0,0,0,1512,321.0212765957446,4,0,0,0,0,0,14480,0.0,0
22422,59,0.0,18.32713418813508,1300.0,725.4915254237287,548.7952703393745,0.0,0,0,1896,366.728813559322,4,0,0,0,0,0,14480,0.0,0
987,2,37.0,0.0,53.0,53.0,0.0,2.0,0,0,16,43.4,0,0,0,0,0,0,0,0.0,0
20988,2,0.0,0.0,0.0,0.0,4042.529468043492,7.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
1742,4,88.0,13.856406460551018,72.0,48.0,758.9284112044649,2.0,0,0,32,75.55555555555556,0,0,0,0,0,0,0,0.0,0
6112,15,0.0,268.47718711279737,192.0,100.8,327.60635495900226,3.0,0,0,488,143.75,4,0,0,0,0,0,14480,0.0,0
388,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
337,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
21135,55,0.0,18.865591749571376,1300.0,714.3272727272728,512.1450145858759,0.0,0,0,1768,361.4363636363637,4,0,0,0,0,0,14480,0.0,0
1044,2,45.0,0.0,61.0,61.0,0.0,7.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
303,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
50496,59,0.0,18.83709254785309,1300.0,740.6779661016948,1654.4231128904614,1.0,0,0,1896,374.457627118644,4,0,0,0,0,0,14480,0.0,0
309,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
1464557,7,0.0,705.752896922961,59.0,24.0,294148.4758843583,2.0,0,0,156,311.6,4,0,0,0,0,0,16383,0.0,1
338,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
328,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
313,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
43497,95,0.0,15.305237207431617,1300.0,943.0105263157895,600.6484704771078,0.0,0,0,3048,474.0631578947368,4,0,0,0,0,0,14480,0.0,0
96448,2,0.0,0.0,0.0,0.0,50923.70906071159,8.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
63465,2,0.0,0.0,0.0,0.0,9878.988839957256,2.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
531302,3,0.0,100.18116922189851,0.0,0.0,81407.13334100397,7.0,0,0,76,38.8,4,0,0,0,0,0,16383,0.0,1
347,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
415,2,0.0,0.0,0.0,0.0,0.0,6.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
344,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
319,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
336,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,47784,0.0,0
9,0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,0,0,0,0,0,0,0,0.0,1
139911,21,0.0,80.76372296624533,1045.0,145.52380952380955,12530.79297066567,1.0,0,0,680,91.04761904761908,4,0,0,0,0,0,13032,0.0,0
4135790,23,0.0,166.09084107103777,848.0,183.3913043478261,685721.2057868933,2.0,0,0,744,118.37735849056604,4,0,0,0,2056,4218,14480,0.0,0
964,2,37.0,0.0,53.0,53.0,0.0,7.0,0,0,16,43.4,0,0,0,0,0,0,0,0.0,0
56383,17,0.0,234.42411707558304,192.0,88.94117647058823,302.61035767373954,2.0,0,0,552,129.1764705882353,4,0,0,0,0,0,14480,0.0,0
385698,23,0.0,166.09084107103777,848.0,183.3913043478261,25127.432579283843,2.0,0,0,744,118.37735849056604,4,0,0,0,0,0,14480,0.0,0
152482,41,0.0,20.70123246671622,1300.0,537.0731707317075,5524.446943209799,1.0,0,0,1320,274.07317073170736,4,0,0,0,0,0,14480,0.0,0
58009,2,0.0,0.0,0.0,0.0,22665.600764153594,6.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
2865540,283,0.0,55.90414023547056,1460.0,1261.0106007067136,79555.41585313484,1.0,0,0,5676,1079.8006042296072,4,0,0,0,0,0,16383,0.0,1
