Flow Duration,Total Length of Fwd Packet,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Std,Flow Bytes/s,Flow IAT Min,Fwd IAT Total,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Packet Length Min,Packet Length Max,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
78982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,42153.0,29795.358438857555,42145.0,8.0,7.0,0.0,7.0,7.0,0,0,0.0,0.0,0.0,1,0,0,5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27753.0,19615.84921689601,27747.0,6.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,1,0,0,5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1039551,1750.0,768.0,125.0,87.0,0.0,28.233686008756024,2181.7111425990647,2.0,900502.0,83623.60149855868,228781.0,2.0,992449.0,94692.48653160332,247207.0,2.0,0,0,0.0,768.0,38268.0,1,4,0,25,0,0,84.0,125.0,39.84615384615385,0,0,0,0,0,0,16383,16383,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,15928,30408,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
775445,1464.0,175.0,12.2,1448.0,0.0,203.5482263440801,13176.95000934947,1.0,763839.0,12486.917335427634,117590.0,1.0,774896.0,12475.699669381984,118507.0,1.0,0,0,0.0,1448.0,22036.84901841731,1,4,0,241,0,0,42.04938271604938,12.2,71.17073170731707,0,0,0,0,0,0,5792,47784,58,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14480,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155089,222.0,22.0,4.44,54.0,0.0,20.225105734230027,7402.201316663335,0.0,144707.0,11157.27013165928,70534.0,0.0,154618.0,14460.795526370954,100986.0,1.0,0,0,0.0,54.0,272.31061929722387,1,4,0,99,0,0,11.366336633663366,4.44,18.15686274509804,0,0,0,0,0,0,5792,20272,20,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,27512,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
427170,806.0,270.0,40.3,433.0,0.0,127.95933133691533,4349.556382704778,1.0,396030.0,32484.686720656264,101596.0,1.0,426600.0,31644.85235764013,100714.0,1.0,0,0,0.0,433.0,11116.380952380956,1,4,0,39,0,0,45.31707317073171,40.3,50.095238095238095,0,0,0,0,0,0,5792,13032,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
393807,696.0,312.0,87.0,0.0,0.0,0.0,1767.3632007557,1.0,291507.0,68031.76929305056,149520.0,6.0,328963.0,232610.55384590785,328962.0,1.0,0,0,0.0,312.0,14264.727272727272,1,4,0,9,0,0,63.27272727272727,87.0,0.0,0,0,0,0,0,0,16383,16383,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
85382,34900.0,1448.0,698.0000000000001,287.0,0.0,65.51570569190027,422665.1987538357,1.0,80813.0,8198.888211038668,57581.0,1.0,84839.0,9137.192861076755,56528.0,1.0,0,0,0.0,1448.0,402627.03320848936,1,4,0,87,0,0,405.4831460674157,698.0,30.46153846153846,0,0,0,0,0,0,5792,30408,34,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,17376,13032,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,7240,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,10136,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25160,470.0,66.0,7.580645161290325,1300.0,0.0,629.8305126415978,1921462.639109698,0.0,23438.0,550.2900869372633,2111.0,0.0,24509.0,563.0005267070791,2075.0,1.0,0,0,0.0,1300.0,339587.57841269835,1,4,0,123,0,0,386.752,7.580645161290323,759.9047619047619,0,0,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,7240,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9077,0.0,0.0,0.0,1448.0,0.0,690.1336424522749,902500.8262641842,3.0,8654.0,3037.962754873733,7020.0,3.0,8597.0,1861.7835486819768,5362.0,4.0,0,0,0.0,1448.0,471500.8000000001,1,4,0,13,0,0,546.1333333333333,0.0,910.2222222222222,0,0,0,0,0,0,5792,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
221950,0.0,0.0,0.0,1448.0,0.0,690.1336424522749,36909.21378688894,2.0,47746.0,20987.252326114536,47089.0,2.0,221428.0,61265.24386865456,174006.0,4.0,0,0,0.0,1448.0,471500.8000000001,1,4,0,13,0,0,546.1333333333333,0.0,910.2222222222222,0,0,0,0,0,0,5792,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
167425,486.0,66.0,6.750000000000003,1300.0,0.0,596.0839076419511,350855.6069882037,0.0,162237.0,3799.012969450396,23078.0,0.0,166857.0,3844.447234993621,23040.0,1.0,0,0,0.0,1300.0,340791.75738150737,1,4,0,141,0,0,410.7832167832168,6.75,820.5070422535211,0,0,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22479,454.0,66.0,11.35,1300.0,0.0,622.17496754844,1026825.0367009208,1.0,19349.0,953.9705992238628,5074.0,1.0,21468.0,1033.782802164595,4974.0,1.0,0,0,0.0,1300.0,265396.0554049985,1,4,0,79,0,0,284.962962962963,11.35,551.9024390243902,0,0,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1098,76.0,38.0,38.0,54.0,54.0,0.0,167577.41347905283,8.0,9.0,0.0,9.0,9.0,8.0,0.0,8.0,8.0,0,0,38.0,54.0,76.8,0,0,0,0,0,0,55.5,38.0,54.0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4609,456.0,114.0,114.0,48.0,48.0,0.0,140594.48904317638,3.0,3533.0,2032.850543776727,3525.0,3.0,3084.0,1768.4238745278235,3070.0,7.0,0,0,48.0,114.0,1210.0,0,0,0,0,0,0,95.25,114.0,48.0,0,0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
983,90.0,45.0,45.0,61.0,61.0,0.0,215666.32756866736,7.0,9.0,0.0,9.0,9.0,7.0,0.0,7.0,7.0,0,0,45.0,61.0,76.8,0,0,0,0,0,0,64.25,45.0,61.0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1082,76.0,38.0,38.0,54.0,54.0,0.0,170055.4528650647,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0,0,38.0,54.0,76.8,0,0,0,0,0,0,55.5,38.0,54.0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82432,470.0,66.0,8.703703703703704,1300.0,0.0,620.3837424359119,479498.25310559,1.0,76515.0,2247.8264696024858,7071.0,1.0,80318.0,2270.961647327806,6990.0,1.0,0,0,0.0,1300.0,315023.01117598,1,4,0,107,0,0,362.6238532110092,8.703703703703704,710.1090909090909,0,0,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14480,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1033,74.0,37.0,37.0,53.0,53.0,0.0,174249.75798644722,5.0,9.0,0.0,9.0,9.0,5.0,0.0,5.0,5.0,0,0,37.0,53.0,76.8,0,0,0,0,0,0,54.25,37.0,53.0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,26064,20272,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2465,0.0,0.0,0.0,794.0,0.0,434.8917106591019,644219.0669371196,4.0,675.0,382.7832284727219,667.0,4.0,1940.0,783.603215919894,1643.0,4.0,0,0,0.0,794.0,112077.5111111111,1,4,0,7,0,0,176.44444444444446,0.0,317.6,0,0,0,0,0,0,5792,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
273317,508.0,254.0,84.66666666666666,0.0,0.0,0.0,1858.6476508962123,7.0,214553.0,74570.31635174951,172220.0,7.0,195138.0,137973.5035722439,195131.0,7.0,0,0,0.0,254.0,11469.511111111113,1,4,0,7,0,0,56.44444444444444,84.66666666666667,0.0,0,0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6830,432.0,163.0,43.2,776.0,0.0,337.5708979031088,301610.54172767204,3.0,3354.0,565.1095026629795,1656.0,3.0,6284.0,1137.9397423162868,3168.0,3.0,0,0,0.0,776.0,55314.52631578947,1,4,0,17,0,0,108.42105263157896,43.2,180.88888888888889,0,0,0,0,0,0,5792,10136,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30187,34490.0,1448.0,689.8,287.0,0.0,65.51570569190027,1181899.493159307,1.0,28869.0,885.2702352704412,3990.0,1.0,29673.0,1599.3839383397162,6416.0,2.0,0,0,0.0,1448.0,394263.0332084895,1,4,0,87,0,0,400.876404494382,689.8,30.46153846153846,0,0,0,0,0,0,5792,30408,34,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2584,0.0,0.0,0.0,749.0,0.0,410.2441955713694,579721.3622291022,3.0,684.0,389.7114317029974,678.0,3.0,2041.0,813.899819797662,1711.0,5.0,0,0,0.0,749.0,99733.5111111111,1,4,0,7,0,0,166.44444444444446,0.0,299.6,0,0,0,0,0,0,5792,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1023,90.0,45.0,45.0,61.0,61.0,0.0,207233.6265884653,4.0,4.0,0.0,4.0,4.0,8.0,0.0,8.0,8.0,0,0,45.0,61.0,76.8,0,0,0,0,0,0,64.25,45.0,61.0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3386,614.0,307.0,102.33333333333331,148.0,0.0,72.21660539819146,268753.69167158887,3.0,900.0,275.3525013505416,631.0,3.0,2882.0,830.6993840533811,2136.0,3.0,0,0,0.0,307.0,13319.692307692309,1,4,0,11,0,0,70.0,102.33333333333331,42.285714285714285,0,0,0,0,0,0,5792,7240,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21079.0,14900.861199944116,21076.0,3.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,1,0,0,5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,15928,31856,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,24616,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75111.0,53098.76951964141,75102.0,9.0,4.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,1,0,0,5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
226349,3040.0,832.0,138.1818181818182,192.0,0.0,78.02563681252464,20110.537267670723,1.0,140988.0,12279.241956012014,35336.0,1.0,225726.0,21252.28859527468,84505.0,2.0,0,0,0.0,832.0,31531.60253699788,1,4,0,41,0,0,105.86046511627907,138.1818181818182,72.0,0,0,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
317457,486.0,66.0,5.522727272727276,1300.0,0.0,578.5890824699527,254705.36167102947,1.0,312361.0,5836.438169902366,25962.0,1.0,316929.0,5744.969943698301,25976.0,1.0,0,0,0.0,1300.0,369116.6673014664,1,4,0,175,0,0,456.82485875706215,5.5227272727272725,903.056179775281,0,0,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
529668,384.0,192.0,54.85714285714286,1460.0,0.0,712.949940866691,12464.411669196552,1.0,528823.0,140892.72367786305,357639.0,1.0,471771.0,114803.81430311644,367418.0,1.0,0,0,0.0,1460.0,354308.26315789466,2,4,0,16,0,0,366.77777777777777,54.85714285714285,565.2727272727273,0,0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
915169,222.0,22.0,4.44,54.0,0.0,20.17884739902012,1252.227730615875,1.0,903793.0,42643.51125392673,198746.0,4.0,914676.0,54563.83022166585,275978.0,1.0,0,0,0.0,54.0,271.11240535818285,1,4,0,99,0,0,11.346534653465346,4.44,18.11764705882353,0,0,0,0,0,0,5792,20272,20,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,64376.0,45515.04929141569,64372.0,4.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,1,0,0,5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29355,486.0,66.0,7.593750000000004,1300.0,0.0,611.9595861624802,1871027.0822687787,1.0,28282.0,644.8308180617386,2544.0,1.0,28797.0,629.9611585327469,2080.0,1.0,0,0,0.0,1300.0,359528.872033393,1,4,0,127,0,0,425.7674418604651,7.59375,837.5076923076923,0,0,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5311,902.0,270.0,41.00000000000001,381.0,0.0,118.34425167604005,397288.6462059876,1.0,4279.0,370.0339044955076,919.0,1.0,4722.0,338.72468248758577,848.0,2.0,0,0,0.0,381.0,9852.974630021145,1,4,0,41,0,0,49.06976744186046,41.0,57.523809523809526,0,0,0,0,0,0,5792,13032,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30387.0,21481.19690566613,30383.0,4.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,1,0,0,5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
368628,1278.0,277.0,5.508620689655166,1448.0,0.0,504.7649238496661,1428838.8293889775,1.0,367927.0,2538.9656045277497,14952.0,1.0,368096.0,1289.9045890582247,10010.0,1.0,0,0,0.0,1448.0,494917.1857634053,1,4,0,665,0,0,789.6701649175412,5.508620689655173,1207.8896551724138,0,0,0,0,0,0,5792,34752,40,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,65160,34752,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,112.0,56.0,56.0,0.0,0.0,0.0,14000000.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0,0,56.0,56.0,0.0,0,0,0,0,0,0,84.0,56.0,0.0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,21720,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,47784,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,26064,20272,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1119547,948.0,241.0,79.0,1448.0,0.0,676.0667197280233,9085.817745927594,1.0,1116784.0,299545.0132820836,999397.0,3.0,1119079.0,266571.2584698158,1000665.0,1.0,0,0,0.0,1448.0,318535.91534391535,1,4,0,25,0,0,376.7407407407408,79.0,614.9333333333333,0,0,0,0,0,0,5792,8688,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
264840,680.0,282.0,85.0,858.0,0.0,469.94595433943255,9046.971756532244,3.0,216293.0,42222.05771868538,106620.0,3.0,257608.0,76843.80043525524,152555.0,9.0,0,0,0.0,858.0,94465.05494505492,1,4,0,11,0,0,184.30769230769232,85.0,343.2,0,0,0,0,0,0,16383,16383,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
66138,432.0,128.0,108.0,72.0,24.0,27.712812921102035,9434.818107593212,9.0,20027.0,11543.541282177375,20005.0,11.0,53010.0,30588.017278012645,52990.0,9.0,0,0,24.0,128.0,1399.1111111111109,0,0,0,0,0,0,89.0,108.0,48.0,0,0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,20272,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
88871,486.0,66.0,5.522727272727276,1306.0,0.0,564.229119222457,976313.9831891168,0.0,84704.0,1720.8146621033336,8029.0,1.0,87534.0,1743.405573056083,7970.0,0.0,0,0,0.0,1306.0,392025.8985590046,1,4,0,175,0,0,490.20338983050846,5.5227272727272725,969.438202247191,0,0,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,1060.0,530.0,530.0,0.0,0.0,0.0,353333333.3333333,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,530.0,530.0,0.0,0,0,0,0,0,0,795.0,530.0,0.0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,65160,59368,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14480,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5000,806.0,270.0,40.3,433.0,0.0,127.95933133691533,371600.0,1.0,3988.0,374.66027496577067,1107.0,1.0,4377.0,358.9477714537018,1238.0,1.0,0,0,0.0,433.0,11116.380952380956,1,4,0,39,0,0,45.31707317073171,40.3,50.095238095238095,0,0,0,0,0,0,5792,13032,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
